"person_id";"person_wikidata_id";"person_name";"person_full_name";"person_other_names";"sex";"year_birth";"year_death";"occupation";"other"
4687;"Q4137333";"Епископ Гермоген";"";"";"";"1858";"1918";"";""
4688;"random_idd74ca8ca6baceb3671311b21fa3a3484c495107a";"Группа тульских рабочих";"";"";"";"";"";"";""
4689;"random_id2e4734ca7899dd34114213ab3604eb1cd87b879d";"Райерсон Дженингс";"";"Ryerson Jennings";"";"";"";"";""
4690;"random_id82c3e4fe1a90f4cdeaf0344e72715b0e2f4038bc";"Ваулин, С. С.";"";"";"";"";"";"";""
4691;"random_id621707fc6f68338695e8c5f5351dac2bb1614804";"В Тульское губернское жандармское управление";"";"";"";"";"";"";""
4692;"random_id93d1befd35f8ecd0beb9154d8cb1d3438750533b";"Ференцев, Н. А.";"";"";"";"";"";"";""
4693;"random_id183a9051553d8c9e9843a7d617a6136078b754ed";"Васильев, Д. Д.";"";"";"";"";"";"";""
4694;"random_idae62a9f4ddf302755ca93b9df79cd72c7bbb556b";"Воронов, Д. П.";"";"";"";"";"";"";""
4695;"random_idbadd859073ab5459704c8987577491db8bd9f72d";"Лица и учреждения, приславшие поздравления ко день восьмидесятилетия";"";"";"";"";"";"";""
4696;"random_id6a6dc5e1b205d5d4b33e913ff46e762cb0d4f272";"Русаков, М. А.";"";"";"";"";"";"";""
4697;"random_id04074b7618c3e6ffb4c94f6a5c2bab8b7bef3d9c";"Полтавский, С. П.";"";"";"";"";"";"";""
4698;"random_id2b8062517cf8b83749ec96c8cc939bdb7e2dd4b8";"Анненков, П. С.";"";"";"";"";"";"";""
4699;"random_id329e5c2d898e1f1f97f77ec820b85505f2f59398";"Беловзоров, П. А.";"";"";"";"";"";"";""
4700;"Q4234917";"Косич, А. И.";"";"";"";"1833";"1917";"";""
4701;"random_id686dbf864415099aa44f26719e47c19484d6e7ac";"Сиксне, Р. П.";"";"";"";"";"";"";""
4702;"random_id185773f3ee8a00c2f317bd06e410fb2566c8bff3";"Андреев, В. Г.";"";"";"";"";"";"";""
4703;"random_id1a627a90ea740d456ef0230319402a0c93f621e8";"Большаков, В. П.";"";"";"";"";"";"";""
4704;"random_id369116492c23ca9375ccaacf43c185bb70ec10f2";"Моржаретто, Л. П.";"";"";"";"";"";"";""
4705;"random_id7eafd1c6029b590dfb3384992555dde5eef8ac6b";"Овсянников, А. А.";"";"";"";"";"";"";""
4706;"random_id9b65f53d1b0f1c9e1a264e3fb35188649fa47381";"Соломахин, М. Ф.";"";"";"";"";"";"";""
4707;"random_id86cf85b4e7a62584ddce4f97cc080a504bf4d492";"Соломахин, О. М.";"";"";"";"";"";"";""
4708;"random_id4e0af7674fbeeb8c8c3763738d1151d79cdf3e77";"Френкель, З. Г.";"";"";"";"";"";"";""
4709;"random_idf256a014d5bb700219496690c9ea8f53c038dfda";"Поле Дежарден";"";"Paul Desjardins";"";"";"";"";""
4710;"random_idd6c9c741110656cd460292f249afcc9c116bbd0d";"Семёнычев, И.";"";"";"";"";"";"";""
4711;"random_id95e24786384e063b20ef08e88c9670c5f1a87d3b";"Энгельгардт, С. А.";"";"";"";"";"";"";""
4712;"random_id4cc84d324dc8f37744b737b2fb23ca7e4bf2b027";"Зубов, И. Ф.";"";"";"";"";"";"";""
4713;"random_idfcc76e21cd2dbc121c5e93baf7ed3375849f38b8";"Гуров, В.";"";"";"";"";"";"";""
4714;"Q2372358";"Михайлов, М.";"";"";"";"1859";"1881";"";""
4715;"random_id9b2bb699e555fc63d9032de2410aa95d28d05aae";"Игнатьев, Н. А.";"";"";"";"";"";"";""
4716;"random_id931b90c5946aa7049a25b9dbfdf17c043567f8b9";"Пороховщиков, П. С.";"";"";"";"";"";"";""
4717;"random_id1624b0bedf68c424d0f144368c473927bc3be2cf";"Гомолицком, Н. Н.";"";"";"";"";"";"";""
4718;"random_id881a856e1919621b03e5d829b4bde7576f2c6f5e";"Заблоцкий, Л. И.";"";"";"";"";"";"";""
4719;"random_id037e9807199663b9bd736dd8fc632867347e843b";"Мейзенберг, Л. К.";"";"";"";"";"";"";""
4720;"random_iddda1e6410bf9c6d8ff2346b2a5649e36cd386861";"Турчанинов, В. Н.";"";"";"";"";"";"";""
4721;"random_ide79ebed1b0542586596a4c25766d83e42a707143";"Шифрин, А. Л.";"";"";"";"";"";"";""
4722;"random_idbe24b2707458a8e635319a7aacb32d11108ca150";"Извеков, А.";"";"";"";"";"";"";""
4723;"random_idc5bda619d26b31e777010b816fe5dfd9eb64dd75";"Фельзенмейер, В.";"";"";"";"";"";"";""
4724;"random_id030f94c41d403c878bdf7b664b8a05f20f5c47c9";"Мейбаум, М. Н.";"";"";"";"";"";"";""
4725;"random_ide630289291b1fa86a38ecd376a5349b84a27534f";"В редакцию ""Русского слова""";"";"";"";"";"";"";""
4726;"random_id2bad3a2be524e097e9d928fc5ae0556e1527840d";"Калугина, Ф. П.";"";"";"";"";"";"";""
4727;"Q19358937";"Алексеев, И. И.";"";"";"";"1875";"1935";"";""
4728;"random_idde075c1b9234587bea1bb2076d31c1cd9fc0d49a";"Ежевском, П. В.";"";"";"";"";"";"";""
4729;"random_id88d9740b84ac5aec77b336c8f597d89e3a5622a8";"Князев, Г. А.";"";"";"";"";"";"";""
4730;"random_idc9f2cfefdf539b7e6dc0379c356c60be2a0a7d50";"Разумникова, К. Г.";"";"";"";"";"";"";""
4731;"random_ida81344704046c2e29d54a798e4c150f10f1317d0";"Барышников, Ф. А.";"";"";"";"";"";"";""
4732;"random_ida59af6e329d2b62a4294a2e72eba4544efad8a45";"Горностаев, И. Н.";"";"";"";"";"";"";""
4733;"random_idfa38fc98d6d7e3e19ab7203644cf3bf31b5c610d";"Серёгин, Е.";"";"";"";"";"";"";""
4734;"random_id281a1417c4c0416c2066a7017856cd0b24363ae2";"Степанов, В. Л.";"";"";"";"";"";"";""
4735;"Q371322";"Грушевский, И. С.";"";"";"";"1866";"1934";"";""
4736;"random_idf0e1f22e134179c1c85236e3ae99535316c0b062";"Баташев, А. С.";"";"";"";"";"";"";""
4737;"random_id41cbaf22614c7291c5252a99f49d6aa887f80163";"Арсеньев, Л. А.";"";"";"";"";"";"";""
4738;"random_id89e1af08a8e5d00dfd0f98e491b7a3e557c19eaa";"Пихельгас, А.";"";"";"";"";"";"";""
4739;"Q312799";"Кондратьев, Д.";"";"";"";"1892";"1938";"";""
4740;"Q4307718";"Муравьёв, Н. А.";"";"";"";"1792";"1863";"";""
4741;"random_idf8f5150705749f48b87690a9d7c91c6f9bc6082b";"Козубовский, С.";"";"";"";"";"";"";""
4742;"random_id360c9f70296b3bc907061d2fe5202c6ad37f639c";"Олиферов, В. М.";"";"";"";"";"";"";""
4743;"random_id031c6f7f536d04402f215a3449bc981c2f4f6317";"Полуэктова-Репина, М.";"";"";"";"";"";"";""
4744;"random_id5afc8eee57675d9acf739ad1c051d31e01070cfa";"Иоганнес Сынаялгу";"";"";"";"";"";"";""
4745;"random_ide21c958a3ed9ef37b0fa7571569cf3d06d35f95d";"Фридун Бадалбеков";"";"";"";"";"";"";""
4746;"random_id3ed886bba036dda6f1971b943cfeea6ce3066238";"Фельда";"";"";"";"";"";"";""
4747;"random_id6ae45d212d9fe020ad9e0d2ac719afb9ca461e40";"Петров, Е. П.";"";"";"";"";"";"";""
4748;"random_iddf12ace064d949d44bf8064c1ccbb16cb381aa63";"Романик-Петрова, К. А.";"";"";"";"";"";"";""
4749;"random_id9fcc0f71120c527b459575b7ca40346eff182836";"Буткина, А.";"";"";"";"";"";"";""
4750;"random_id0dfa62160cf08acefc4714ca0cee787564056a0d";"Лапину, В.";"";"";"";"";"";"";""
4751;"random_idbbf7df2725f7c6f67ef5f514eb779493b2021af2";"Гандурина, А.";"";"";"";"";"";"";""
4752;"random_id7ffe0a29607a1191176a8a014c2b496823782aa2";"Начальник Харьковская губернская тюрьмы";"";"";"";"";"";"";""
4753;"random_id62b9c406c5b70f799bf17d64123a602779129b6d";"Озарном, И.";"";"";"";"";"";"";""
4754;"random_id2a7e2f8c17008d46942333588fe00a8e433f0e01";"Тарсаков, Ф.";"";"";"";"";"";"";""
4755;"random_id325f43a5d61b04b28bb8241b7aeffb466cadad8b";"Милкова";"";"";"";"";"";"";""
4756;"random_id0b92d5c706c6a0930084c8d34f774b47f6b2d113";"Панфилов, В. И.";"";"";"";"";"";"";""
4757;"random_id9ac4a18969d1ec5bd02590aa84f81e70b870cc4e";"Вереникин, А.";"";"";"";"";"";"";""
4758;"random_id50acfa978530a9d450fa81ba385abf7b093f5945";"Кудинов, П.";"";"";"";"";"";"";""
4759;"random_id05627b75ef1e6fcd39fd2eec797ecee974e6e203";"Караханов, П. Н.";"";"";"";"";"";"";""
4760;"random_id6b3451dff99144d1224972e350a4c657092f93e5";"Чефранов, Н. Н.";"";"";"";"";"";"";""
4761;"random_id884d6efe4b97c43e8a396be2e780dc9c971d6586";"Х.-М.-Г. Ваисов";"";"";"";"";"";"";""
4762;"random_id43f0745258f9380786f2e7f77a316108383cb8f8";"Глебова, С. Н.";"";"";"";"";"";"";""
4763;"random_id27292ce08a02a8b545c966247f99e7ff283e3eed";"Каменов, И.";"";"I. Kamenov";"";"";"";"";""
4764;"random_idc7797f67929d7a33d574649362ee69c44c8921e0";"Феннер, М.";"";"М. Fenner";"";"";"";"";""
4765;"random_idd2f21a5d213e412799b21dbd6ecb3a434c9ae8e5";"Сандецкий, А. Г.";"";"";"";"";"";"";""
4766;"random_id9daeef63af204ac8690a078821b8a3e8a31d7b19";"Президент Общества итальянских артистов";"";"Al President del Associazione degli Artisti Italiani";"";"";"";"";""
4767;"random_idfaeb49ff8e24d88467f0fb03b02537027eabafe6";"Козьмин, Н. Н.";"";"";"";"";"";"";""
4768;"random_ida54aa75c5d01f3f0b56ba1d76ac3ebf345f6eef2";"Тонилов, Л. В.";"";"";"";"";"";"";""
4769;"random_idbaa184ba335d44896f2c75d051afa7a4c5560b11";"Кончевский, А.";"";"";"";"";"";"";""
4770;"random_id839848c61086faf95ebfed2e7bad78af7036fd77";"Герасимова, С. И.";"";"";"";"";"";"";""
4771;"random_id012d0f2aa2fdbc3959a884e2c7b0da7ffb082b13";"Красношапка, Я.";"";"";"";"";"";"";""
4772;"random_id8dd0c02fae3b524ed56dc4e6cf347132e4b8d2f2";"Соколов, В. А.";"";"";"";"";"";"";""
4773;"random_id9eebdf61637d0ef15bf485f93f2ebf2caf9572d6";"Алексеев, С.";"";"";"";"";"";"";""
4774;"random_id016c00b6ae26f50e7deb7f79c3346596cf27afdf";"Дискант";"";"";"";"";"";"";""
4775;"random_idb2d44dda80b0c1d0e432f6cbc9ac5db5fbefd3ee";"Игнатовская, Н. П.";"";"";"";"";"";"";""
4776;"random_id849c4576f33ea5ad60cdd78d33bd8c73b485f7df";"Перперо, И. И.";"";"";"";"";"";"";""
4777;"random_id40928e55e8faba01d00fc03e67d5be9c0aa6ec0a";"Шаих-Касим Субай";"";"";"";"";"";"";""
4778;"random_ide55b7fd8bd88989296768ca58c9426d609b68694";"Лозинский, Е. И.";"";"";"";"";"";"";""
4779;"random_ida343084edd6e54260ef21c18981c89c54e1cfc6f";"Соколова, Н. Ф.";"";"";"";"";"";"";""
4780;"random_id854f42013cf48dd6c75b7dcf31ba0349f0a344fb";"Колычева, Н. С.";"";"";"";"";"";"";""
4781;"random_ida789d42b678224668aeb01823fc8f67a526ad783";"Киндсфатер, Л. Г.";"";"";"";"";"";"";""
4782;"random_id25b9ed48c93161cc3f646668adfcfae3d0ff8497";"Тарасова";"";"";"";"";"";"";""
4783;"random_id8f9c43e058b1376dcb3dd1b23d398faa20ade57b";"Булыгин, М. В.";"";"";"";"";"";"";""
4784;"random_idffaaa7deb10ced1d9c989b32fb57df060912d1dd";"Рукавишников, Н. А.";"";"";"";"";"";"";""
4785;"random_ide8c55937335dfa8026dbcd0a2ba449ae90c1538a";"Фоменко, М. М.";"";"";"";"";"";"";""
4786;"random_id82d2c0eb24a71b2f4c305e67fe9f533058ecbee0";"Спиро, С. П.";"";"";"";"";"";"";""
4787;"random_idd173df1aebfdb5291625b4d45dfe2253897c5f25";"Жуков, Ф. А.";"";"";"";"";"";"";""
4788;"random_id7c8e3573da377c9bb9a3eb08fc15d9327f85e281";"Циркулярный ответ авторы";"";"";"";"";"";"";""
4789;"random_id9270df6da2640658c8c37e840e4d1ea91ac61f26";"присылающие свои рукопись";"";"";"";"";"";"";""
4790;"random_id7753b98290a117c7c1c4a6582fd75ba331c77aee";"Обращение к заключённые за отказ от воинская повинность";"";"";"";"";"";"";""
4791;"random_idaab760cc08b95038b3c5e6388ef9aca84c2581b6";"Кнопп Дети";"";"";"";"";"";"";""
4792;"random_idb5b94fc129683a41e3b5928d1f14f8a0a0fb85c3";"Жовтюк, Ф. С.";"";"";"";"";"";"";""
4793;"random_iddd17a837b6120103bc8b03377319ef7220e7d925";"Брондстед, А.";"";"";"";"";"";"";""
4794;"random_idc263df0161b9dbe96316bdc86020fec53fa77bf3";"Твердомедова, М.";"";"";"";"";"";"";""
4795;"random_idc776488f941ac8ec1e07bf16d6a08e31b12e6202";"Марсден, В. Е.";"";"V. Е. Marsden";"";"";"";"";""
4796;"random_id371a8e0320e0b6fe8ffcc6b9bf8690a544c03e77";"Рабба";"";"Rabbat";"";"";"";"";""
4797;"random_id83424a9907e305c265c3d2444d1c64823eef8630";"Мазаев, П. Т.";"";"";"";"";"";"";""
4798;"random_id706a1f2497ec740d8030a03a32bd4ef796006fae";"Степанов, А. К.";"";"";"";"";"";"";""
4799;"random_id33bb3ba1b9dcacb65dd5efa08c040d0cd1e8fd17";"Гольденвейзер, Э. А.";"";"";"";"";"";"";""
4800;"random_id925727b59d5f7fb70b301bf640a19f004766c396";"Теляковский, В. А.";"";"";"";"";"";"";""
4801;"random_idcda88d1d6c028ed98a7b0299413592aca0926627";"Прокурор Тульского окружного суда";"";"";"";"";"";"";""
4802;"random_idf033eef836e5a231998416dd21148095330d5df9";"Толстой, И. М.";"";"";"";"";"";"";""
4803;"Q504";"Балашов, И. П.";"";"";"";"1840";"1902";"";""
4804;"random_idf18be05e642b85240b8ca342dfbf8f1559897477";"Денщиков, Б. Н.";"";"";"";"";"";"";""
4805;"random_idc9fb706312f647b44bf53b4ccf4ab67b0a1e934f";"Старинин, И. И.";"";"";"";"";"";"";""
4806;"random_ide3850919a7f7db66f07496f982c86684888d96ed";"Вербицкая, К.";"";"";"";"";"";"";""
4807;"random_idf3504d558543e4589af4c04274185df1fb765dba";"Львов, С.";"";"";"";"";"";"";""
4808;"random_id845fd576c44661ef7e855872a9ab2628d535066f";"Свешникова, Л. А.";"";"";"";"";"";"";""
4809;"random_id56106ddb74a8e5c88547649e865c3538728a488d";"Дюшен, А. П.";"";"";"";"";"";"";""
4810;"Q4292476";"Мешков, Н. В.";"";"";"";"1851";"1933";"";""
4811;"random_idb0022dfc29a1fbbca26d4930e01fdcac2502d534";"Колесников, И. В.";"";"";"";"";"";"";""
4812;"random_id72d1ad282c8133335b820d4c7888b026794c2837";"Совет общества для содействия народный образование в Ярославская губерния";"";"";"";"";"";"";""
4813;"random_idc2c614f6683004ab21c221d5272df48a1d0a2158";"Судебный следователь 19 участка г. Петербурга";"";"";"";"";"";"";""
4814;"random_idc24543df5e84baec35f2d9c321cd266ea4fc2a4a";"Тимирязев, В. И.";"";"";"";"";"";"";""
4815;"random_id92b0bc8c7b8d98994c3bf5a231233977333aaa6b";"Гершельман, С. К.";"";"";"";"";"";"";""
4816;"random_id93210fc4776da9fd35bd2e3c81a746ec65be6e2b";"Лопатин, Н. П.";"";"";"";"";"";"";""
4817;"random_idf7e0521a2f6c2bc2e67c150a4c1acf95ae52ed6b";"Евдокимов, Н. П.";"";"";"";"";"";"";""
4818;"Q4150501";"Грузенберг, С. О.";"";"";"";"1876";"1938";"";""
4819;"random_id8439ed2c5c42e6f83436411e0c46427cbfc0ac5e";"Гаибов, А. А.";"";"";"";"";"";"";""
4820;"random_id6282eb11f0716b18f2163246a81ddc001e499a42";"Русская колония в Коломбо";"";"";"";"";"";"";""
4821;"random_idb3288ab9947e808707bd419ca8ead90d59c291eb";"Члены Минская городская общественная библиотеки им. А. С. Пушкина";"";"";"";"";"";"";""
4822;"random_id3e250ff2e6aa7b90330522cf099e9c213d49accb";"Васильев, П. Д.";"";"";"";"";"";"";""
4823;"random_idb3b7d32ad32fa201885589bc6d387b7a724b3e0a";"Виткевич, В. И.";"";"";"";"";"";"";""
4824;"random_idda848cb7910c11192aaac98a87f775ef407c9722";"Иващенко, А. П.";"";"";"";"";"";"";""
4825;"random_id13011318171cd4e62b2990f259e020f6b04fb9bd";"Шминка, В. М.";"";"";"";"";"";"";""
4826;"random_id746d391d83f36da421fd84b5ec202f118502033c";"Николаев, С. Д.";"";"";"";"";"";"";""
4827;"random_idbb4df10e29a34bb1339c89aa5b1336c734b55515";"Лубинский, М. Ф.";"";"";"";"";"";"";""
4828;"random_idc4dd5946dc2b3d21c3599bb1d265d1ba5b4b04cd";"Ерёмин, Г. В.";"";"";"";"";"";"";""
4829;"random_id99440c05fff70100198e14809cbdfb9f743c433e";"Булатович, В. Г.";"";"";"";"";"";"";""
4830;"random_idc84698eb22fadc398e77b7c775fbfac7d0861bc8";"Далматово, А. Д.";"";"";"";"";"";"";""
4831;"random_id3e53319c9b81868aa5b1e4c112007ab0b40b365f";"Элькинд, Л. С.";"";"";"";"";"";"";""
4832;"random_id5450563bcbb5018bf2a6aa998579429e7b49d7ec";"Балакин, М. П.";"";"";"";"";"";"";""
4833;"random_id425a9f228781f3eaeaa00b298d2e1e59c3a0c4d1";"Векиловая, Е. Е.";"";"";"";"";"";"";""
4834;"random_id089212e90b7a6c5ee605a29fedc74f7063cc2983";"Крымбаев, М. М.";"";"";"";"";"";"";""
4835;"random_idef3b5a01ce5c3a6a2a5aec32361b37486c3911c0";"Коломейцев, А. М.";"";"";"";"";"";"";""
4836;"Q4424754";"Смирнов, П.";"";"";"";"1855";"1914";"";""
4837;"random_id89112c9e42788959c703046a2b4e1abde7f6b29a";"Макосеев, В. А.";"";"";"";"";"";"";""
4838;"random_id7aa7e71d2978f11a35b759f13b13c724ec7610ec";"Мирошкино, П. Ф.";"";"";"";"";"";"";""
4839;"random_id995f9c396ec2e4a3cccaca002644ab4026aa9bb2";"Обратиловая, Б.";"";"В. Obratilove";"";"";"";"";""
4840;"random_ida5ff817f51c9d2788bc1ddd43bf35d4aa68e8c18";"Валуйский, И. Н.";"";"";"";"";"";"";""
4841;"random_id0644a4f140563803fce0d60f41e653fb8540749d";"Дружкино, С. П.";"";"";"";"";"";"";""
4842;"random_ide7a9149178f4c0d06e1a7ecf69baa7853b2b1f58";"Шевцов, З. Н.";"";"";"";"";"";"";""
4843;"random_idc257d0e20cf01999347d065ab86d246876d31da4";"Гренье, Ф.";"";"P. Grenier";"";"";"";"";""
4844;"random_idf5072518abd71102fa9a3f336813c3d2af2b0827";"Ермолинский, С.";"";"";"";"";"";"";""
4845;"random_id0d92f8d91388713455a1bf6308be4b82b4be2fdc";"Захаров, П. Д.";"";"";"";"";"";"";""
4846;"random_ida43e03fe4b8b2eeaa682106660f19af719a43d45";"Корсинь, А. А.";"";"";"";"";"";"";""
4847;"random_idf5d0461c08700411c3d3492529650b745de5cf34";"Английская Джорджевская лига";"";"";"";"";"";"";""
4848;"Q108260";"Врангель, Н. Н.";"";"";"";"1878";"1928";"";""
4849;"random_idaed412020247c210ea2ecd7034a61ec7347250f7";"Эйнгорн, Н. О.";"";"";"";"";"";"";""
4850;"random_idb71e027ff66f242e9876445d148ebaf232bc431f";"Гречаном, В. Р.";"";"";"";"";"";"";""
4851;"random_id1c0b5e8b35d61e585f6d06aea4aab2cd638f1cd1";"Розенталь, Е. Я.";"";"";"";"";"";"";""
4852;"random_id38a8c327b7b6ce81278984edc8b2cb5370c6ab47";"Цебегей, М. М.";"";"";"";"";"";"";""
4853;"random_id1c1eadcff929a111c3d8825e062baeb390185045";", О. Е. М.";"";"";"";"";"";"";""
4854;"random_id6fc7318b8c4cb803834ab76ecaa721a243e66cbe";"Стороженко, Н. В.";"";"";"";"";"";"";""
4855;"random_id3893ffdbe4927729f94e92aa24bac10cec2a2a12";"Ямпольские, А.";"";"";"";"";"";"";""
4856;"random_id3e2069de068ed40a9e586adb2b8b447c74889d61";"Ямпольские, Д.";"";"";"";"";"";"";""
4857;"Q93688";"Шарп";"";"Sharp";"";"1840";"1922";"";""
4858;"random_idc5407fd97a9c9b1c6ce16e129ef2ee61268c7643";"Грошев, М. Д.";"";"";"";"";"";"";""
4859;"random_idb48fd990e94a5f3e3cb46187d41c45d0e5c8f112";"Артур Релкингтон";"";"Arthur Relkington";"";"";"";"";""
4860;"random_idf4bf50fd327425c9b30ad25f525d213d8294707d";"Исполатовая, С. К.";"";"";"";"";"";"";""
4861;"random_id89fbcccf399821d2a65faf93acc7799ca7543ebd";"Алехин, А. Е.";"";"";"";"";"";"";""
4862;"random_id753055767e263b5872749e475f9fe0955a32e8a8";"Розенблюм, Р. С.";"";"";"";"";"";"";""
4863;"random_id725c67c774f7e3b6d66913baf8a2aae479899a85";"Брянцев, И. Д.";"";"";"";"";"";"";""
4864;"random_idf6a25098b98958b6294c3aa3586d6600fac368f6";"Тулиновая, Е. Н.";"";"";"";"";"";"";""
4865;"random_idcea3fa977a1b58cf033d814beaf738e486255ff3";"Федосов, А. В.";"";"";"";"";"";"";""
4866;"random_id7493a57244a9859ac93df3094dd81d060d85c764";"Рожевиц, Н. Г.";"";"";"";"";"";"";""
4867;"random_idf8085ef553563a50f64ddfb0bbed2b9f9257bf9d";"Пузанковы";"";"";"";"";"";"";""
4868;"random_id866b0fee195198e5027e902516b4e805e10b6cdd";"Стражевская, М. М.";"";"";"";"";"";"";""
4869;"random_idd800ff66b89b400d2f42da48d4c02cfd91eba10e";"Барсегянец, В. Б.";"";"";"";"";"";"";""
4870;"random_id98344ffc73ef855ae2167963e8d9d152f9a8bd4d";"Смирнов, В.";"";"";"";"";"";"";""
4871;"random_id17059f0b3c4c10ab26333ae94dcb6e11179775ce";"Мыльцев, А.";"";"";"";"";"";"";""
4872;"random_id56154d6f98606f41f79067cc9256144e9a8796fb";"Коробко-Коробкин, Б. С.";"";"";"";"";"";"";""
4873;"random_ide7a80d6f6a1f4a9412e6a00d4948157015eee597";"Мемешкино, Г. И.";"";"";"";"";"";"";""
4874;"random_idd4d9665631750c565e4f494325189f3134e10cf4";"Савинова, Е. А.";"";"";"";"";"";"";""
4875;"random_idcb7b5264e0ee8654598477bcdd5e7baa0e5d38f9";"Струкова, Л.";"";"";"";"";"";"";""
4876;"random_id31e19d85a15cd34ec1368e5ca15af0820626c613";"Милорадович, Б.";"";"";"";"";"";"";""
4877;"random_id407e5596520929aa1ffee36a1cbeaa8ba6e61b8b";"Седов, Ф. И.";"";"";"";"";"";"";""
4878;"random_idaccd55ecb783c8aef58e7e074f9cc913f4d29d42";"Широков, В.";"";"";"";"";"";"";""
4879;"random_idce544ef92a251b3da91c45423a115f5507590117";"Циркулярный ответ на просительные письма";"";"";"";"";"";"";""
4880;"random_id0a7d19488692ace256c787ee803c7e682d2c574d";"Грессер, А. К.";"";"";"";"";"";"";""
4881;"random_id77a88b2da56269379096d5a4962c93ba23da474f";"Яблонский-Соколовский, П. В.";"";"";"";"";"";"";""
4882;"random_id2005568db60bf45608eb3e6c8af85e3c37a9681a";"Цыфринович, Э. З.";"";"";"";"";"";"";""
4883;"random_ideb16aa7c8606fbe67c4589b6551a79c589f4837c";"Баландин, А. М.";"";"";"";"";"";"";""
4884;"random_id7cd596600c76c3c3c35df82aa82b272296eb2d81";"Иригенко, Р. Г.";"";"";"";"";"";"";""
4885;"random_id55342a7dbb1cf2cab24c2cc1f1d2f3d3e85a42d4";"Грачёв, П.";"";"";"";"";"";"";""
4886;"random_id16b243fb82799d29d7e6742640ace7d4c4dc47a8";"Захаров, С. П.";"";"";"";"";"";"";""
4887;"random_id8be8590f7a4b186d8c239e90d0ac73cca5d89133";"Бернштейн, Г.";"";"Hermann Bernstein";"";"";"";"";""
4888;"random_id8c607c1dc0ea1333b4510c9dc097ce8808193ad1";"Фишбюрн, С. А.";"";"S. А. Fishburn";"";"";"";"";""
4889;"Q708238";"Ян Стыка";"";"Jan Styka";"";"1858";"1925";"";""
4890;"random_id4bbc04eea7052aa8ff3ecf66f9c2f443252ed90b";"Добротина, Е.";"";"";"";"";"";"";""
4891;"random_ide766aea2a63a9dc9c052f87c973065b4c8e7865c";"Колесников, К.";"";"";"";"";"";"";""
4892;"random_id735a02facc4f31454862f74d8c0d52a17002017f";"Кузнецов, Н. М.";"";"";"";"";"";"";""
4893;"random_id4b980b99e7c5a001d1e6e80231131bf12e3b0531";"Кузнецов, С. М.";"";"";"";"";"";"";""
4894;"random_iddb23c57e035516082224b0ffda873f376ddb8a6e";"Кузнецов, А. М.";"";"";"";"";"";"";""
4895;"random_id5300638b9d9d0da5126a649216b6a39b85159df4";"Кузнецов";"";"";"";"";"";"";""
4896;"random_idf45de47486c136a5d9fa25219fae73362d971b02";"Палагин, Н.";"";"";"";"";"";"";""
4897;"random_id00695fcb1338c63aac65dd7277a21d1c7eb7d4bc";"Лиззь Уолкер Пресс";"";"Lissy Wolker Press";"";"";"";"";""
4898;"random_id2503707819c0ba3b0c975db46136a330062fc358";"Тейлор, Марте Е.";"";"Martha Е. Taylor";"";"";"";"";""
4899;"random_id871566dea328df2d229d666e38526f8a8534c72f";"Грессер, А. П.";"";"";"";"";"";"";""
4900;"random_id0296d0a5804ea367958e25902160c3cec6748639";"Прейс, Н.";"";"";"";"";"";"";""
4901;"random_id2b797bb4719f6f72bc8a0e170543232f2d6b1f8a";"Земсков, А. Г.";"";"";"";"";"";"";""
4902;"random_id6346fb2cb57cfa86f9efd253ac797e12821b40e8";"Общество восстановления земельных прав в Япония";"";"То Land Rehabilitation Society, Japan";"";"";"";"";""
4903;"random_ida8e8d510dc5b6f3e5af29848838d56dbf0216338";"Вольфсон, Б.";"";"";"";"";"";"";""
4904;"random_id6ddf25f42ffc6e0fe27d0bbccd4b749da9fc02de";"Становой приставу... стана Новосильского уезда Тульская губерния";"";"";"";"";"";"";""
4905;"random_id16945574611af41913e31931db0ddd7643471b76";"Савельев, В. Е.";"";"";"";"";"";"";""
4906;"random_id31758de0e6613ca450711d10bdd207d1d0754434";"Мартынов, В. Н.";"";"";"";"";"";"";""
4907;"random_ida09321c4e375b318687adde5045b019b36f7dcc8";"Джон Севитту";"";"John Sevitt";"";"";"";"";""
4908;"random_id72657b84c336a388aafdfdd25b462e8a24c0c920";"Вейхер, Т.";"";"Theodor Weicher";"";"";"";"";""
4909;"random_id5c80b5bdc33f193d62dc86deaf2a1adc1112b8b1";"Рачинская, О. Н.";"";"";"";"";"";"";""
4910;"Q4454182";"Телешова, Е. А.";"";"";"";"1805";"1857";"";""
4911;"random_idcd272237a041356fd5a6ae9863adea98d2277ae9";"Черкасов, А. С.";"";"";"";"";"";"";""
4912;"random_idb38ea01d50b3d584b9f70ce285af174874c2ba6d";"Картушино, И. И.";"";"";"";"";"";"";""
4913;"Q1507613";"Джордж, Г.";"";"";"";"1862";"1936";"";""
4914;"random_id15bc5190478edbbffea81dd7e1b6c574461ea991";"Ершов, Н. А.";"";"";"";"";"";"";""
4915;"Q318393";"Поленов, В. Д.";"";"";"";"1844";"1927";"";""
4916;"random_idbd151955b0dd6ec3a6b41d16ea9f12c2072e6c88";"Ходжаев, У. А.";"";"";"";"";"";"";""
4917;"random_idfbe127edcd932ba7f6626cb677ea760b1b97a986";"Табаков, А. Я.";"";"";"";"";"";"";""
4918;"random_id4633d6df8381d413a5c3e3f001e2cb4eead889ed";"Озерова, О. С.";"";"";"";"";"";"";""
