source,affiliation,publish,year_of_publish,form_of_publish,one-two-sided,personas,comments,e-source,n-letters,target,year,source_wkid,target_wkid
"Слепцов, Василий Алексеевич",писатель и публицист,"Совр., 1863, т. XCV, № 4, отд. II, с. 403—404.",1863,письмо,односторонняя,ред. «Современника». (1). 1863.,"","",1,ред. «Современника» ,1863,Q2376240,
"Случевский, Константин Константинович","поэт, писатель, драматург, переводчик","Горбунов И. Ф. Сочинения, т. III. Пб., 1907.",1907,письмо,односторонняя,И. Ф. Горбунову. (1). Б. д.,"","",1,Горбунов И. Ф.,,,
"Случевский, Константин Константинович","поэт, писатель, драматург, переводчик","Горбунов И. Ф. Сочинения, т. III. Пб., 1907, с. 81.",1907,письмо,односторонняя,И. Ф. Горбунову. (1). 8 ноября б. г.,"","",1,Горбунов И. Ф.,,,
"Случевский, Константин Константинович","поэт, писатель, драматург, переводчик","К. П. Победоносцев и его корреспонденты, т. I, полутом 2. М., ГИЗ, 1923, с. 622—624.",1923,письмо,односторонняя,К. П. Победоносцеву. (1). 29 мая 1886.,"","",1,Победоносцев К. П.,1886,Q2627162,
"Смирнов, Дмитрий Александрович","писатель, литературный критик и литературовед","Рус. ст., 1904, №№ 2—8.",1904,письмо,односторонняя,В. Ф. Одоевскому. (1). 3 дек. 1858.,"","",1,Одоевский В. Ф.,1858,Q4424665,Q468067
"Смирнова, Александра Осиповна (Россет)","фрейлина русского императорского двора, знакомая, друг и собеседник А. С. Пушкина, В. А. Жуковского, Н. В. Гоголя, М. Ю. Лермонтова","Рус. ст. 1888, №№ 4, 6, 10; 1890, № 6-8, 11, 12.",1888—1890,переписка,односторонняя,Н. В. Гоголю. (54). 1844—1852.,"","",54,Гоголь Н. В.,1844|1852,,
"Смирнова, Александра Осиповна (Россет)","фрейлина русского императорского двора, знакомая, друг и собеседник А. С. Пушкина, В. А. Жуковского, Н. В. Гоголя, М. Ю. Лермонтова","Переписка Я. К. Грота с П. А. Плетневым, т. II. Пб., 1896, с. 870—872, 880, 881, 890, 891, 897, 901—904, 909—911, 915—919, 929—940, 943, 946—966; т. III. Пб., 1896, с. 718—722, 729, 730, 733—739, 742—744, 748, 754, 757—759, 761, 762, 765—770.",1896,переписка,односторонняя,П. А. Плетнёву. (8). 1845—1852.,"","",8,Плетнёв П. А.,1845|1852,,
"Соболевский, Василий Михайлович","публицист, редактор-издатель газеты «Русские ведомости»","Записки Отдела рукописей Государственной библиотеки СССР им. В. И. Ленина, 1941, вып. 8. А. П. Чехов, с. 29—108.",1941,переписка,односторонняя,А. П. Чехову. (2). 1 янв. 1899—28 марта 1900.,"","",2,Чехов А. П.,1899|1900,,
"Соболевский, Сергей Александрович","библиофил и библиограф, автор эпиграмм и других шуточных стихотворений","Лит. насл., 1934, т. 16—18, с. 679—724.",1934,переписка,односторонняя,М. П. Погодину. (2). 1827.,"","",2,Погодин М. П.,1827,Q4425872,Q1093709
"Сокальский, Николай Петрович","журналист, публицист и редактор","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,переписка,односторонняя,Н. А. Некрасову. (4). 1855.,"","",4,Некрасов Н. А.,1855,Q17165448,Q208003
"Сокальский, Пётр Петрович","литератор, композитор и исследователь русской народной песни","Багалей Д. И. Материалы для биографий южно-русских научно-литературных деятелей XIX века. Киев, 1903, 103 с.",1903,переписка,односторонняя,Г. П. Данилевскому. (17). 1858—1869.,"","",17,Данилевский Г. П.,1858|1869,,
"Соколов, А. И.",?,"В. Г. Белинский и его корреспонденты. Под ред. Н. Л. Бродского. М., Б-ка СССР им. В. И. Ленина, 1948, с. 31-314.",1948,письмо,односторонняя,В. Г. Белинскому. (1). 2 авг. 1846.,"","",1,Белинский В. Г.,1846,,Q192885
"Соколов, Глеб Иванович","cоветский и российский искусствовед, историк античного искусства","Лит. насл., 1934, т. 16—18, с. 679—724.",1934,письмо,односторонняя,М. П. Погодину. (1). 4 февр. 1829.,"","",1,Погодин М. П.,1829,,Q1093709
"Соколов, Н. Г.",?,"В. Г. Белинский и его корреспонденты. Под ред. Н. Л. Бродского. М., Б-ка СССР им. В. И. Ленина, 1948, с. 31-314.",1948,письмо,односторонняя,В. Г. Белинскому. (1). 1829—1830.,"","",1,Белинский В. Г.,1829|1830,,
"Соколов, Пётр Иванович",член Российской академии и непременный её секретарь,"Сборник Публ. б-ки им. М. Е. Салтыкова-Щедрина, вып. 3. Л., 1955, с. 50—60.",1955,письмо,односторонняя,И. А. Крылов. (1). 10 марта 1830.,"","",1,Крылов И. А.,10|1830,,
"Солдатёнков, Козьма Терентьевич","предприниматель, коммерции советник, текстильный фабрикант и крупный книгоиздатель","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,переписка,односторонняя,Н. А. Некрасову. (4). 1855—1856.,"","",4,Некрасов Н. А.,1855|1856,,
"Солдатёнков, Козьма Терентьевич","предприниматель, коммерции советник, текстильный фабрикант и крупный книгоиздатель","Н. Г. Чернышевский. Литературное наследие, тт. II—III. М.—Л., ГИЗ, 1928—1930.",1928—1930,переписка,односторонняя,Н. Г. Чернышевскому. (8). 1887—1889.,"","",8,Чернышевский Н. Г.,1887|1889,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Горбунов И. Ф. Сочинения, т. III. Пб., 1907.",1907,письмо,односторонняя,И. Ф. Горбунову. (1). Б. д.,"","",1,Горбунов И. Ф.,,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Письма к А. В. Дружинину. М., 1948, 423 с. (Летописи Гослитмузея, № 9).",1948,переписка,односторонняя,А. В. Дружинину. (3). 1850—1856.,"","",3,Дружинин А. В.,1850|1856,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Журн. Мин-ва юстиции, 1901, № 9, с. 250—282.",1901,переписка,односторонняя,М. Н. Галкину-Враскому. (21). 1865—1868.,"","",21,Галкин-Враской М. Н.,1865|1868,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Рус. ст., 1890, № 6, с. 648.",1890,письмо,односторонняя,Н. В. Гоголю. (1). 12 сент. 1845.,Приписка в письме А. О. Смирновой.,"",1,Гоголь Н. В.,12|1845,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Горбунов И. Ф. Сочинения, т. III. Пб., Комитет имп. Об-ва любителей др. словесн., 1907, с. 7.",1907,письмо,односторонняя,И. Ф. Горбунову. (1). 30 окт. б. г.,"","",1,Горбунов И. Ф.,,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Соллогуб В. А. Воспоминания. М.-Л., «Academia», 1931, с. 646—652.",1931,письмо,односторонняя,М. Ф. Де-Пуле. (1). 31 дек. 1873.,"","",1,Де-Пуле М. Ф.,1873,Q720198,Q4156197
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Письма к А. В. Дружинину (1850—1863). М., 1948, с. 287—289. (Летописи Гослитмузея, № 9).",1850,переписка,односторонняя,А. В. Дружинину. (3). 1850—1856.,"","",3,Дружинин А. В.,1850|1856,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Рус. архив, 1902, № 7, с. 454—456.",1902,переписка,односторонняя,В. А. Жуковскому. (2). 28 апр. 1840 — 26 сент. 1844.,"","",2,Жуковский В. А.,1840|1844,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Лит. насл., 1952, т. 58, с. 370.",1952,отрывок,односторонняя,В. Ф. Одоевскому. (1). Б. д.,"","",1,Одоевский В. Ф.,,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Journal de Saint-Petersbourg, 1854, № 427, 11 июля, с. 1—2.",1854,письмо,односторонняя,Редактору «Journal de Saint-Petersbourg». (1). 28 мая 1854.,"","",1,Редактор «Journal de Saint-Petersbourg» ,1854,Q720198,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Пушкин А. С. Полное собрание сочинений, т. XVI. М.—Л., АН СССР, 1949, с. 78, 89, 110, 188, 377, 378, 382, 383, 388, 395, 396.",1949,переписка,двусторонняя,А. С. Пушкину. (4). 1836.,Пер. с франц.,"",4,Пушкин А. С.,1836,Q720198,Q7200
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Вест. Евр., 1908, № 1, с. 229—237.",1908,письмо,односторонняя,С. А. Толстой. (1). 19 февр. 1867.,"","",1,Толстая С. А.,19|1867,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Вест. Евр., 1905, № 10, с. 445—447.",1905,переписка,односторонняя,А. К. Толстому. (2). 18 февр. 1866—23 февр. 1868.,"","",2,Толстой А. К.,18|1866|1868,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Толстой Л. Н. Письма Толстого и к Толстому. Юбилейный сборник. М.—Л., ГИЗ, 1928, с; 259—263.",1928,переписка,односторонняя,Л. Н. Толстому. (2). 20 марта 1863— 15 сент. 1873.,"","",2,Толстой Л. Н.,1863|15|1873,,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Щукинский сборник, вып. 10. М., 1912, с. 198—200.",1912,переписка,односторонняя,П. В. Шумахеру. (3). 1874—6. д.,"","",3,Шумахер П. В.,1874,Q720198,
"Соллогуб, Владимир Александрович","чиновник (тайный советник), прозаик, драматург, поэт и мемуарист","Юбилейный сборник. Общ. ред. А. Е. Грузинского. М.—Л., ГИЗ, 1928, с. 33—316. (Тр. Б-ки СССР им. В. И. Ленина).",1928,переписка,односторонняя,Л. Н. Толстому. (2). 20 марта 1863—15 сент. 1873.,"","",2,Толстой Л. Н.,1863|15|1873,,
"Соллогуб, Софья Михайловна","графиня, жена В. А. Соллогуба","Н. В. Гоголь. Материалы и исследования. Т. I. Под ред. В. В. Гиппиуса. М.—Л., АН СССР, 1936, с. 127—220, 285—306, 313—347. (Ин-т рус. лит-ры).",1936,письмо,односторонняя,Н. В. Гоголю. (1). 17 мая 1849.,"","",1,Гоголь Н. В.,17|1849,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, поэт, критик","Памяти В. А. Гольцева. Под ред. А. А. Кизеветтера. М, Н. Н. Клочков, 1910, 304 с.",1910,переписка,односторонняя,В. А. Гольцеву. (2). Б. д..,"","",2,Гольцев В. А.,,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Рус. мысль, 1913, № 1, отд. II, с. 128—131; № 2, отд. II, с. 98— 101; № 4, отд. II, с. 115—124; № 7, отд. II, с. 115—133; 1914, № 1, отд. II, с. 126—139; 1915, № 1, отд. II, с. 116—127.",1913—1915,письмо,односторонняя,А. М. Жемчужникову. (1). 5 апр. 1899.,"","",1,Жемчужников А. М.,1899,Q282280,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Письма, тт. I—IV. Под ред. и с пред. Э. Л. Радлова. Пб., «Общ. польза»— «Время», 1908—1923.",1908—1923,переписка,односторонняя,?. (> 900). 1873—1899.,"","",> 900, ?,1873|1899,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Вест. Евр., 1889, № 3, с. 431—432; 1899, № 10, с. 848—852.",1889,переписка,односторонняя,ред. «Вестника Европы». (2). 14 февр. 1889—1899.,"","",2,ред. «Вестника Европы» ,14|1889|1899,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Изв. Петерб. славянского благотворительного об-ва, 1884, № 7, с. 15—17.",1884,письмо,односторонняя,ред. «Изв. Петерб. славянского благотворительного общества». (1). 1884.,"","",1,ред. «Изв. Петерб. славянского благотворительного общества» ,1884,Q282280,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Рус. мысль, 1917, № 7—8 , отд. II, с. 135—148.",1917,переписка,двусторонняя,А. А. Кирееву. (2). Лето 1887.,"","",2,Киреев А. А.,1887,Q282280,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Начала, 1921, № 1, с. 186—190.",1921,письмо,односторонняя,Николаю II. (1). 1896—1897.,"","",1,Николай II ,1896|1897,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","К. П. Победоносцев и его корреспонденты, т. I, полутом 2-й. М.—Пг., ГИЗ, 1923, с. 969—970.",1923,письмо,односторонняя,К. П. Победоносцеву. (1). 1892.,"","",1,Победоносцев К. П.,1892,Q282280,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Рус. обозр., 1897, № 7, с. 472—473.",1897,письмо,односторонняя,ред. «Русского обозрения». (1). 1897.,"","",1,ред. «Русского обозрения» ,1897,Q282280,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Письма русских писателей к А. С. Суворину. Л., Публ. Б-ка в Л., 1927, с. 173—177, 215.",1927,переписка,односторонняя,А. С. Суворину. (5). 1883—1898.,"","",5,Суворин А. С.,1883|1898,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Лит. насл., 1939, т. 37—38, с. 268—276.",1939,переписка,двусторонняя,Л. Н. Толстому. (6). 1875—1894.,"","",6,Толстой Л. Н.,1875|1894,,
"Соловьёв, Владимир Сергеевич","религиозный мыслитель, мистик, поэт и публицист, литературный критик, преподаватель","Письма русских писателей к А. С. Суворину. Л., 1927, 228 с. (Публ. б-ка).",1927,переписка,односторонняя,А. С. Суворину. (5). 1883—1898.,"","",5,Суворин А. С.,1883|1898,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Желиховская В. П. Е. П. Блаватская и современный жрец истины. Ответ г-жи Игрек г-ну Вс. Соловьеву. Пб., 1893, с. 4, 15, 21—25, 37—59, 63—65, 69, 70, 95—101, 104—108, 113—116, 131—134.",1893,"переписка, отрывки",односторонняя,Е. П. Блаватской. (14). 1884—1885.,"","",14,Блаватская Е. П.,1884|1885,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Желиховская В. П. Е. П. Блаватская и современный жрец истины. Ответ г-жи Игрек г-ну Вс. Соловьеву. Пб., 1893, с. 4, 15, 21—25, 37—59, 63—65, 69, 70, 95—101, 104—108, 113—116, 131—134.",1893,письмо,односторонняя,"Е. П. Блаватской, В. П. Желиховской. (1). 13 сент. 1884.","","",1,Блаватская Е. П.,13|1884,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Желиховская В. П. Е. П. Блаватская и современный жрец истины. Ответ г-жи Игрек г-ну Вс. Соловьеву. Пб., 1893, с. 4, 15, 21—25, 37—59, 63—65, 69, 70, 95—101, 104—108, 113—116, 131—134.",1893,письмо,односторонняя,"Е. П. Блаватской, В. П. Желиховской. (1). 13 сент. 1884.","","",1,Желиховская В. П.,13|1884,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Желиховская В. П. Е. П. Блаватская и современный жрец истины. Ответ г-жи Игрек г-ну Вс. Соловьеву. Пб., 1893, с. 4, 15, 21—25, 37—59, 63—65, 69, 70, 95—101, 104—108, 113—116, 131—134.",1893,отрывки,односторонняя,В. П. Желиховской. (16). 1884—1885.,"","",16,Желиховская В. П.,1884|1885,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Желиховская В. П. Е. П. Блаватская и современный жрец истины. Ответ г-жи Игрек г-ну Вс. Соловьеву. Пб., 1893, с. 4, 15, 21—25, 37—59, 63—65, 69, 70, 95—101, 104—108, 113—116, 131—134.",1893,отрывок,односторонняя,Э. де Морсье. (1). 2 янв. 1893.,"","",1,Морсье Э. де,1893,Q16996,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Достоевский Ф. М. Письма, т. III, М.—Л., «Academia», 1934, с. 298—300.",1934,письмо,односторонняя,Ф. М. Достоевскому. (1). 28 дек. 1872.,"","",1,Достоевский Ф. М.,1872,Q16996,Q991
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Новое вр., 1901, № 9168, 12 сент., с. 4.",1901,письмо,односторонняя,ред. газ. «Новое время». (1). 10 сент. 1901.,"","",1,ред. газ. «Новое время» ,10|1901,,
"Соловьёв, Всеволод Сергеевич","писатель, представитель исторической беллетристики","Ист. вест., 1901, № 5, с. 699—700.",1901,отрывок,односторонняя,К. Петрову. (1). Б. д.,"","",1,Петров К.,,,
"Соловьёв, Николай Яковлевич",драматург,"Горбунов И. Ф. Сочинения, т. III. Пб., 1907, с. 87.",1907,письмо,односторонняя,И. Ф. Горбунову. (1). 6 дек. 1880.,"","",1,Горбунов И. Ф.,1880,Q4428077,Q4143702
"Соловьёв, Николай Яковлевич",драматург,"Литературный сборник, № 1. Кострома, 1928, с. 17—107. (Тр. Костромского науч. об-ва по изучению местного края, вып. 42).",1928,переписка,двусторонняя,А. Н. Островскому. (107). 1876—1880.,"","",107,Островский А. Н.,1876|1880,,
"Соловьёв, Сергей Михайлович","историк; профессор Московского университета (с 1848), ректор Московского университета (1871—1877), ординарный академик Императорской Санкт-Петербургской Академии наук по отделению русского языка и словесности (1872), тайный советник","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,переписка,односторонняя,Н. А. Некрасову. (2). 1847.,"","",2,Некрасов Н. А.,1847,Q505031,Q208003
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. ст., 1902, № 7, с. 81—106; № 8, с. 349— 365; № 9, с. 615— 633.",1902,письмо,односторонняя,М. Н. Загоскину. (1). 15 июня 1835.,"","",1,Загоскин М. Н.,15|1835,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Моск. Обозр., 1877, №№ 16, 17, 19, 22, 23, 25.",1877,отрывки,односторонняя,В. В. Измайлову. (13). 1826—1829.,"","",13,Измайлов В. В.,1826|1829,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Лит. насл., 1934, т. 16—18, с. 679—724.",1934,письмо,односторонняя,М. П. Погодину. (1). 4 янв. 1832.,"","",1,Погодин М. П.,1832,Q4428710,Q1093709
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. филолог, вест., 1909, № 1, отд. I, с. 76—81.",1909,переписка,односторонняя,«Вольному обществу любителей росс. словесн.». (7). 1818—1823.,"","",7,«Вольное общество любителей росс. словесн.» ,1818|1823,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Шляпкин И. А. Из неизданных бумаг А. С. Пушкина. Пб., 1903, с. 134—135.",1903,письмо,односторонняя,Е. А. Баратынскому. (1). 15 янв. 1831.,"","",1,Баратынский Е. А.,15|1831,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. ст., 1916, № 5, с. 270—271.",1916,письмо,односторонняя,К. М. Бороздину. (1). 24 ноября 1830.,"","",1,Бороздин К. М.,1830,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Соревнователь просвещения и благотворения, 1820, ч. XI, № 9, с. 370—375.",1820,письмо,односторонняя,Ф. Н. Глинке. (1). 5 апр. 1820.,"","",1,Глинка Ф. Н.,1820,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Сын отеч., 1822, № 40, с. 307—314.",1822,письмо,односторонняя,Н. И. Гречу. (1). 22 сент. 1822.,"","",1,Греч Н. И.,1822,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. ст., 1902, № 9, с. 619—621.",1902,письмо,односторонняя,М. Н. Загоскину. (1). 15 июня 1831.,"","",1,Загоскин М. Н.,15|1831,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Благонамеренный, 1820, ч. XI, №№ 13, 16—18.",1820,переписка,односторонняя,А. Е. Измайлову. (3). 1819—1820.,"","",3,Измайлов А. Е.,1819|1820,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Моск. обозр., 1877, № 22, с. 226—232; № 23, с. 284—292.",1877,переписка,односторонняя,В. В. Измайлову. (13). 1826—1829.,"","",13,Измайлов В. В.,1826|1829,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. архив, 1908, № 10, с. 257—268.",1908,письмо,односторонняя,М. А. Максимовичу. (15). 1829—1832.,"","",15,Максимович М. А.,1829|1832,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. филолог, вест., 1909, № 1, отд. I, с. 81—82.",1909,письмо,односторонняя,А. А. Никитину. (1). 2 февр. 1824.,"","",1,Никитин А. А.,1824,Q4428710,Q21110151|Q4319707
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Лит. насл., 1952, т. 52, с. 92—93.",1952,письмо,односторонняя,В. Ф. Одоевскому. (1). 28 дек. 1829.,"","",1,Одоевский В. Ф.,1829,Q4428710,Q468067
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Лит. насл., 1934, т. 16—18, с. 712.",1934,отрывок,односторонняя,М. П. Погодину. (1). 4 янв. 1832.,"","",1,Погодин М. П.,1832,Q4428710,Q1093709
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Сын отеч., 1825, ч. С, № 6, с. 164—183.",1825,письмо,односторонняя,Приятелю. (1). 28 янв. 1825.,"","",1,Приятель ,1825,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Пушкин А. С. Полное собрание сочинений, т. XIV. М.—Л., АН СССР, 1941, с. 52, 217; т. XV, 1948, с. 42—43.",1941,переписка,односторонняя,А. С. Пушкину. (3). 1829—1833.,"","",3,Пушкин А. С.,1829|1833,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рылеев К. Ф. Сочинения и переписка. Пб., Н. К. Пущина, 1872, с. 340—342.",1872,переписка,односторонняя,К. Ф. Рылееву. (2). 11—25 ноября 1824.,"","",2,Рылеев К. Ф.,11|1824,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. ст., 1896, №3, с. 659—662.",1896,переписка,односторонняя,В. Г. Теплякову. (3). 1830—1831.,"","",3,Тепляков В. Г.,1830|1831,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. архив, 1904, № 12, с. 621.",1904,письмо,односторонняя,В. Г. Теплякову. (1). 27 окт. 1830.,"","",1,Тепляков В. Г.,1830,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Соревнователь просвещения и благотворения, 1820, ч. X, № 6, с. 357—370.",1820,отрывок,односторонняя,Н. А. Цертелеву. (1). 6 янв. 1820.,"","",1,Цертелев Н. А.,1820,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Благонамеренный, 1820, ч. X, № 11, с. 348—355.",1820,письмо,односторонняя,Н. А. Цертелеву. (1). Б. д.,"","",1,Цертелев Н. А.,,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Сын отеч., 1820, ч. XVI, № 51, с. 205—229.",1820,письмо,односторонняя,А. Р. Шидловскому. (1). 28 дек. 1819.,"","",1,Шидловский А. Р.,1819,Q4428710,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Лит. насл., 1952, т. 58, с. 82, 86—87.",1952,переписка,односторонняя,Н. М. Языкову. (2). 2 окт. 1828—15 янв. 1829.,"","",2,Языков Н. М.,1828|15|1829,,
"Сомов, Орест Михайлович","русскоязычный литературный критик, писатель и журналист","Рус. ст., 1896, №№ 1—4, 10.",1896,переписка,односторонняя,В. Г. Теплякову. (3). 1830—1831.,"","",3,Тепляков В. Г.,1830|1831,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Багалей Д. И. Материалы для биографий южно-русских научно-литературных деятелей XIX века. Киев, 1903, 103 с.",1903,переписка,односторонняя,Г. П. Данилевскому. (7). 1854—1857.,"","",7,Данилевский Г. П.,1854|1857,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Письма к А. В. Дружинину. М., 1948, 423 с. (Летописи Гослитмузея, № 9).",1948,переписка,односторонняя,А. В. Дружинину. (3). 1857—1859.,"","",3,Дружинин А. В.,1857|1859,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Киевская ст., 1900, № 10, отд. I, с. 105—120.",1900,письмо,односторонняя,Братству с. Яполоти. (1). 5 февр. 1877.,"","",1,Братство с. Яполоть ,1877,Q4430133,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Киевская ст., 1900, № 10, отд. I, с. 105—120.",1900,отрывки,односторонняя,С. К-у (священнику). (2). 28 июня 1867—2 авг. 1877.,"","",2,К-у С.,1867|1877,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Киевская ст., 1900, № 10, отд. I, с. 105—120.",1900,переписка,односторонняя,Священнику с. Яполоти. (4). 1880—1884.,"","",4,Священник с. Яполоть ,1880|1884,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Платонова Н. Н. Кохановская (Н. С. Соханская). Пб., 1909, с. 50—211",1909,"отрывок, переписка",двусторонняя,А. В. Дружинину. (1). 17 февр. 1858.,"","",1,Дружинин А. В.,17|1858,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Платонова Н. Н. Кохановская (Н. С. Соханская). Пб., 1909, с. 50—211",1909,переписка,двусторонняя,А. В. Плетневой. (12). 1849—1873.,"","",12,Плетнёва А. В.,1849|1873,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Платонова Н. Н. Кохановская (Н. С. Соханская). Пб., 1909, с. 50—211",1909,отрывки,двусторонняя,П. А. Плетневу. (10). 1846—1848.,"","",10,Плетнёв П. А.,1846|1848,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, №№ 2—12, 1898, № 1.",1897,переписка,двусторонняя,А. Ф. Аксаковой. (5). 1866—1884.,"","",5,Аксакова А. Ф.,1866|1884,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, №№ 2—12, 1898, № 1.",1897,переписка,двусторонняя,И. С. Аксакову. (66). 1858—1883.,"","",66,Аксаков И. С.,1858|1883,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, №№ 2—12, 1898, № 1.",1897,переписка,двусторонняя,"А. Ф., И. С. Аксаковым. (3). 1881—1883.","","",3,Аксаковы А. Ф.,1881|1883,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. обозр., 1897, №№ 2—12, 1898, № 1.",1897,переписка,двусторонняя,"А. Ф., И. С. Аксаковым. (3). 1881—1883.","","",3,Аксаковы И. С.,1881|1883,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Рус. архив, 1900, № 1, с. 108—140.",1900,отрывки,односторонняя,М. В. Вальховской. (42). 1876—1884.,"","",42,Вальховская М. В.,1876|1884,,
"Соханская, Надежда Степановна (Кохановская)",писательница,"Пассек Т. П. Из дальних лет, т. III. Пб., 1889, с. 296—300.",1889,переписка,односторонняя,А. Ф. Вельтман. (2). 5 апр.—22 ноября 1868.,"","",2,Вельтман А. Ф.,1868,Q4430133,Q4107001
