"source_id";"source_full";"source_year";"title";"n_vol";"place"
3447;"Рус. ст., 1908, № 1, с. 134—143.";"1908";"";"";""
3448;"Рус. ст., 1902, № 9,. с. 624.";"1902";"";"";""
3449;"Пушкин и его современники, вып. XI. Пб., АН, 1909, с. 87.";"1909";"";"";""
3450;"Лит. насл., 1934, т. 16—18, с. 707.";"1934";"";"";""
3451;"Рус. архив, 1879, № 11, с. 354—357.";"1879";"";"";""
3452;"Лит. насл., 1952, т. 58, с. 95.";"1952";"";"";""
3453;"Pvc. архив, 1899, № 10, с. 296.";"1899";"";"";""
3454;"Рус. архив, 1884, № 5, с. 203, 207, 208.";"1884";"";"";""
3455;"Рус. архив, 1899, № 2, с. 361—364.";"1899";"";"";""
3456;"Православное обозр., 1869, № 3, с. 372—423; № 4, с. 491—537.";"1869";"";"";""
3457;"Пушкин и его современники, вып. XI. Пб., АН, 1909, с. 93.";"1909";"";"";""
3458;"Филиппов Т. И. Сборник. Пб., 1896, прилож., с. 298—314.";"1896";"";"";""
3459;"Рус. архив, 1899, № 5—8, с. 464—470.";"1899";"";"";""
3460;"Рус. беседа, 1860, № 2, отд. I, с. 3—30.";"1860";"";"";""
3461;"Рус. архив, 1876, № 3, с. 277—296.";"1876";"";"";""
3462;"Сочинения и письма, тт. I, II. М., «Путь», 1913—1914.";"1913—1914";"";"";""
3463;"Вест. Евр., 1871, № 11, с. 334—344.";"1871";"";"";""
3464;"Каменский 3. А. П. Я. Чаадаев. (Русская мысль на пути от дворянского просветительства к идеологии демократии). Стенограмма лекции. М., 1946, с. 70.";"1946";"";"";""
3465;"Якушкин И. Д. Записки, статьи, письма. М., АН СССР, 1951, с. 238—240, 240—244, 360, 374—377, 640—643, 669—674.";"1951";"";"";""
3466;"Чаадаев П. Я. Сочинения и письма, т. I. М., 1913.";"1913";"";"";""
3467;"Звенья, т. V. М.—Л., «Academia», 1935, с. 208—219.";"1935";"";"";""
3468;"Каменский 3. А. П. Я. Чаадаев. (Русская мысль на пути от дворянского просветительства к идеологии демократии). Стенограмма лекции, М., 1946, с. 18.";"1946";"";"";""
3469;"Зап. Об-ва ист. филолог, и права при имп. Варшавском ун-те, 1912, вып. 6, с. 1—11, 136—180.";"1912";"";"";""
3470;"Вест. Евр., 1871, № 11, с. 342—343.";"1871";"";"";""
3471;"Вигель Ф. Ф. Записки, т. I. М., «Круг», 1928, с. 22—24.";"1928";"";"";""
3472;"Чаадаев П., Философические письма. Казань, 1906. с. I—III.";"1906";"";"";""
3473;"Неизданные письма к А. Н. Островскому. М.—Л., «Academia», 1932, с. 616—622.";"1923";"";"";""
3474;"Памяти А. Н. Островского. Пг., «Путь к знанию», 1923, с. 94.";"1923";"";"";""
3475;"Моск. вед., 1897, № 74, 16 марта, с. 2.";"1897";"";"";""
3476;"Рус. ст., 1906, № 12, с. 711—714.";"1906";"";"";""
3477;"Чернышевский в Сибири, вып. 1—3. Пб., «Огни», 1913.";"1913";"";"";""
3478;"Литературное наследие, тт. I—III. М. —Л., ГИЗ, 1928—1930. Т. III.";"1928—1930";"";"";""
3479;"Чернышевский Н. Г. Полное собрание сочинений: в 15-ти томах. Том XIV. Письма. 1838-1876 гг. М., 1949. 900 С.";"1949";"";"";""
3480;"Чернышевский Н. Г. Полное собрание сочинений: в 15-ти томах. Том XV. Письма. 1877-1889 гг. М., 1950. 900 С.";"1950";"";"";""
3481;"Письма А. П. Чехову его брата Ал. Чехова. М., Соцэкгиз, 1939, 368 с.";"1939";"";"";""
3482;"Чехов А. П. Полное собрание сочинений и писем, т. XVI. М., Гослитиздат, 1949, с. 534.";"1949";"";"";""
3483;"Кр. архив, 1939, № 6, с. 181—182.";"1939";"";"";""
3484;"Ч.: Полное собрание сочинений и писем, тт. XIII—XX. М., Гослитздат, 1948—1951, см. именные указатели в томах.";"1948—1951";"";"";""
3485;"Шах-Паронпанц Л. М. Чествование 25-летия литературной деятельности И. Л. Щеглова. Кронштадт, 1902, с. 8; ранее: Котлин, 1902, № 286, 20 дек., с. 2.";"1902";"";"";""
3486;"Зап. Отдела рукописей Б-ки СССР им. В. И. Ленина, 1941, вып. 8, с. 106—107.";"1941";"";"";""
3487;"Новое вр., 1895, № 7073, 6 ноября, с. 3; 1899; № 8479, 5 окт., с. 4.";"1895";"";"";""
3488;"Одесские нов., 1900, № 4850, 18 янв., с. 3.";"1900";"";"";""
3489;"Ч.: Полное собрание сочинений и писем, т. XVI, XVII, XIX. М., Гослитиздат, 1949—1950, см. именные указатели в томах.";"1949—1950";"";"";""
3490;"Ч. : Полное собрание сочинений и писем, тт. XIV, XV, XX. М., Гослитиздат, 1949—1951, см. именные указатели.";"1949—1951";"";"";""
3491;"Ч.: Полное собрание сочинений и писем, тт. XIII—XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.";"1948—1951";"";"";""
3492;"Ч.: Полное собрание сочинений и писем, т. XV. М., Гослитиздат, 1949, с. 231; 232, 320—322; т. XVIII. М., Гослитиздат, 1949, с. 242—244.";"1949";"";"";""
3493;"Ч.: Полное собрание сочинений и писем, тт. XIII—XVII. М., Гослитиздат, 1948—1949.";"1948—1949";"";"";""
3494;"Ч.: Полное собрание сочинений и писем, тт. XV, XVI, XX. М., Гослитиздат, 1949—1951, см. именные указатели в томах.";"1949—1951";"";"";""
3495;"Ч.: Полное собрание сочинений и писем, тт. XIII—XV, XVII, XVIII, XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.";"1948—1951";"";"";""
3496;"Ч.: Полное собрание сочинений и писем, тт. XIII, XIV, XVI—XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.";"1948—1951";"";"";""
3497;"Ч.: Полное собрание сочинений и писем, т. XIII—XVIII. М., Гослитиздат, 1948—1949.";"1948";"";"";""
3498;"Ч.: Полное собрание сочинений и писем, тт. X III, XIV, XVI. М., Гослитиздат, 1948—1949, см. именные указатели.";"1948—1949";"";"";""
3499;"Ч.: Полное собрание сочинений и писем, тт. XIII—XV. М., Гослитиздат, 1948—1951, см. именные указатели.";"1948—1951";"";"";""
3500;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 1. Письма, 1875—1886. М.: Наука, 1974.";"1974";"";"";""
3501;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 2. Письма, 1887 — сентябрь 1888. М.: Наука, 1975.";"1975";"";"";""
3502;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 3. Письма, Октябрь 1888 — декабрь 1889. М.: Наука, 1976.";"1976";"";"";""
3503;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 4. Письма, январь 1890 — февраль 1892. М.: Наука, 1976.";"1976";"";"";""
3504;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 5. Письма, Март 1892 — 1894. М.: Наука, 1977.";"1977";"";"";""
3505;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 6. Письма, Январь 1895 — май 1897. М.: Наука, 1978.";"1978";"";"";""
3506;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 7. Письма, июнь 1897 — декабрь 1898. М.: Наука, 1979.";"1979";"";"";""
3507;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 8. Письма, 1899. М.: Наука, 1980.";"1980";"";"";""
3508;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 9. Письма, 1900 — март 1901. М.: Наука, 1980.";"1980";"";"";""
3509;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 10. Письма, Апрель 1901 — июль 1902. М.: Наука, 1981.";"1981";"";"";""
3510;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 11. Письма, июль 1902 — декабрь 1903. М.: Наука, 1982.";"1982";"";"";""
3511;"Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 12. Письма, 1904. Дарственные и другие надписи. М.: Наука, 1983.";"1983";"";"";""
3512;"Чехова М. П. Письма к брату А. П. Чехову. М., Гослитиздат, 1954, 236 с.";"1954";"";"";""
3513;"А. П. Чехов. Сборник. Статьи. Исследования. Публикации. Ростов н/Д., Облиздат, 1954, с. 3—10, 43—99, 211—214.";"1954";"";"";""
3514;"Новое вр., 1900, № 8686, 4 мая, с. 4.";"1900";"";"";""
3515;"Правда жизни, 1908, № 2, 8 дек., с. 5.";"1908";"";"";""
3516;"Пушкин А. С. Полное собрание сочинений, т. XVI. М.—Л., АН СССР, 1949, с. 119—120.";"1949";"";"";""
3517;"Рус. архив, 1902, № 3, с. 514.";"1902";"";"";""
3518;"Вест. Евр., 1814, ч. LXXIII, № 3, с. 222—223.";"1814";"";"";""
3519;"Николай Полевой. Материалы по истории русской литературы и журналистики тридцатых годов. Л., 1934, с. 441.";"1934";"";"";""
3520;"Рус. ст., 1892, № 6, с. 577—578; № 8, с. 422, 425.";"1892";"";"";""
3521;"Вр., 1862, № 6, отд. I, с. 159, 160, 164—168.";"1862";"";"";""
3522;"Замотин И. И. Романтизм двадцатых годов XIX столетия в русской литературе, т. II. Пб.—М., М. О. Вольф, 1913, с. 302.";"1913";"";"";""
3523;"Барсуков Н. Жизнь и труды М. П. Погодина, т. VI. Пб., 1892, с. 84—85.";"1892";"";"";""
3524;"Рус. ст., 1904, № 10, с. 244—246.";"1904";"";"";""
3525;"Словарь членов Об-ва любителей росс, словесн. при Моск. ун-те. М., 1911, с. 312.";"1911";"";"";""
3526;"Изв. Отд. рус. яз. и словесн., 1901, т. VI, № 4, с. 246—248.";"1901";"";"";""
3527;"Лит. насл., 1939, т. 33—34, с. 666—667";"1939";"";"";""
3528;"Тр. Об-ва любителей росс, словесн. при имп. Моск. ун-те, 1822, ч. II, с. 281—288.";"1822";"";"";""
3529;"Маяк, 1842, т. VI, № 12, отд. V, с. 35—39.";"1842";"";"";""
3530;"Рус. ст., 1889, № 10, с. 31—65.";"1889";"";"";""
3531;"Рус. архив, 1904, № 3, с. 515—516.";"1904";"";"";""
3532;"Рус. архив, 1864, № 7—8, с. 996—99.";"1864";"";"";""
3533;"Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 66—67.";"1885";"";"";""
3534;"Молодик на 1843 год. Украинский литературный сборник. Ч. I. Харьков, 1843, с. 271—296.";"1843";"";"";""
3535;"Рус. архив, 1908, № 1, с. 25—47.";"1908";"";"";""
3536;"Лит. насл., 1952, т. 58, с. 93—94.";"1952";"";"";""
3537;"Раут, кн. 3. М., 1854, с. 304—306.";"1854";"";"";""
3538;"Бобров Е. Литература и просвещение в России XIX в. Казань, 1902, с. 21—25.";"1902";"";"";""
3539;"Моск. вест., 1828, ч. XI, № 18, с. 194—202.";"1828";"";"";""
3540;"Сын отеч., 1817, ч. XXXV, № 6, с. 217—240; ч. XXXVI, № 7, с. 3—20.";"1817";"";"";""
3541;"Сын отеч., 1816, ч. XXXIV, № 46, с. 16—26.";"1816";"";"";""
3542;"Сын отеч., 1822, ч. LXXIX, № 33, с. 312—326.";"1822";"";"";""
3543;"Рус. архив, 1896, № 3, с. 354—359.";"1896";"";"";""
3544;"Чт. в имп. Об-ве ист. и древностей росс, при Моск. ун-те, 1865, кн. 2, отд. V, с. 105—115.";"1865";"";"";""
3545;"Галатея, 1829, ч. II, № 11, с. 267—273.";"1829";"";"";""
3546;"Аксаков С. Т. Полное собрание сочинении, т. IV. Пб., Н. Г. Мартынов, 1886, с. 149—155.";"1886";"";"";""
3547;"Лит. газ., 1830, № 56, 3 окт., с. 161—163.";"1830";"";"";""
3548;"Литературные портфели, т. I. Пб., «Атеней», 1923, с. 95—99.";"1923";"";"";""
3549;"Лит. насл., 1952, т. 58, с. 691—692.";"1952";"";"";""
3550;"Барсуков Н. Жизнь и труды М. П. Погодина, т. V III. Пб., 1894, с. 313, 407—409.";"1894";"";"";""
3551;"Рус. мысль, 1896, № 5, с. 150—192.";"1896";"";"";""
3552;"Рус. ст., 1889, № 4, с. 40—42.";"1889";"";"";""
3553;"Лит. насл., 1952, т. 58, с. 52.";"1952";"";"";""
3554;"Неизданные письма к А. Н. Островскому. М.—Л., «Academia», 1932, с. 622.";"1932";"";"";""
3555;"Рус. архив, 1879, № 1, с. 138—139.";"1879";"";"";""
3556;"Рус. архив, 1894, № 2, с. 218—219.";"1894";"";"";""
3557;"Pvc. архив, 1875, № 11, с. 370—375.";"1875";"";"";""
3558;"Барсуков Н. Жизнь и труды М. П. Погодина, т. IX. Пб., 1895, с. 381—383, 416, 417, 462, 471, 472.";"1895";"";"";""
3559;"Письма к Вячеславу Ганке из славянских земель. Варшава, 1905, с. 1186—1187. (Матер. для ист. славянской филологии).";"1905";"";"";""
3560;"Рус. ст., 1904, № 5, с. 367— 375.";"1904";"";"";""
3561;"Рус. вест., 1888, № 3, с. 426—428.";"1888";"";"";""
3562;"Сушков Н. В.: Московский университетский благородный пансион и воспитанники московского университета, гимназий его, университетского благородного пансиона и дружеского общества. Изд. испр. и доп. М., 1858, прилож., с. 75—77.";"1858";"";"";""
3563;"Полонский Я. Литературный архив И. С. Гагарина. Неизданные материалы. Временник Об-ва друзей рус. кн. (Париж), 1932, т. III, с. 148—149.";"1932";"";"";""
3564;"Лит. насл., 1952; т. 58, с. 132.";"1952";"";"";""
3565;"Рус. ст., 1904, № 2, с. 425—431.";"1904";"";"";""
3566;"Pус. архив, 1872, № 6, с. 1208—1210.";"1872";"";"";""
3567;"Памяти Гоголя. Научно-литературный сборник. Киев, 1902, отд. III, с. 59 —63.";"1902";"";"";""
3568;"Рус. ст., 1902, № 5, с. 439—447.";"1902";"";"";""
3569;"Письма Пушкина к Е. М. Хитрово. 1827—1832. Л., АН СССР, 1927, с. 263. (Тр. Пушкинского дома, вып. XLVIII).";"1827—1832";"";"";""
3570;"Рус. архив, 1883, № 1, с. 112—113.";"1883";"";"";""
3571;"Барсуков Н. Жизнь и труды М. П. Погодина, т. II. Пб., 1889, с. 233; т. VIII. Пб., 1894, с. 87, 96, 220, 305—314, 374—376, 387, 388, 409, 410, 453—455; 459, 486, 512, 516, 517, 549, 592; т. X. Пб., 1896, с. 147.";"1896";"";"";""
3572;"Лит. насл., 1952, т. 58, с. 92, 755, 756.";"1952";"";"";""
3573;"Журн. Мин-ва пар. проев., 1869, № 2, отд. II, с. 410—449.";"1869";"";"";""
3574;"Лит. насл., 1934, т. 16—18, с. 688, 699, 700, 702—704.";"1934";"";"";""
3575;"Рус. ст., 1894, № 11, с. 116.";"1894";"";"";""
3576;"Лит. насл., 1952, т. 58, с. 834—836.";"1952";"";"";""
3577;"Отчет имп. Публ. б-ки за 1893 г. Пб., 1896, прилож., с. 1—65.";"1896";"";"";""
3578;"Молва, 1832, № 88,14 окт., с. 332.";"1832";"";"";""
3579;"Рус. обозр., 1894, № 4, с. 856—866.";"1894";"";"";""
3580;"Рус. архив, 1895, № 5, с. 115—116.";"1895";"";"";""
3581;"Ст. и новизна, 1901, № 4, с. 135—186.";"1901";"";"";""
3582;"Переписка Я. К. Грота с П. А. Плетневым, т. II. Пб., 1896, с. 896, 897, 915, 943, 950—952, 958—959, 960—965; т. III. Пб., 1896, с. 718, 719, 721, 722, 727—729, 733, 734, 738, 739, 741, 742, 746, 747, 756, 757, 769, 776—786.";"1896";"";"";""
3583;"Рус. ст., 1904, № 2, с 426—427.";"1904";"";"";""
3584;"Рус. ст., 1902, № 3, с. 593—594.";"1902";"";"";""
3585;"Чаадаев П. Я. Сочинения и письма, т. I. М., «Путь», 1913, с. 404, 423.";"1913";"";"";""
3586;"Лит. насл., 1934, т. 16— 18, с. 740—750.";"1934";"";"";""
3587;"Виноградов А. К. Мериме в письмах к Соболевскому. М., Моск. худож. изд-во, 1928, с. 242—249.";"1928";"";"";""
3588;"Барсуков Н. Жизнь и труды М. П. Погодина, т. X. Пб., 1896, с. 147.";"1896";"";"";""
3589;"Гоголь. Материалы и исследования. Т. I. М.—Л., АН СССР, 1936, с. 195.";"1936";"";"";""
3590;"Рус. ст., 1910, № 6, с. 633—634.";"1910";"";"";""
3591;"Рус. ст., 1898, № 1, с. 89.";"1898";"";"";""
3592;"Рус. ст., 1890, № 9, с. 627—630.";"1890";"";"";""
3593;"Переписка Я. К. Грота с П. А. Плетневым; т. III. Пб., 1896, с. 722—723.";"1896";"";"";""
3594;"Рус. архив, 1906, № 6, с. 272—274.";"1906";"";"";""
3595;"Рус. архив, 1909, № 5, с. 84—94.";"1909";"";"";""
3596;"Голос мин., 1915, № 11, с. 257—258.";"1915";"";"";""
3597;"Совр. мир, 1911, № 5, с. 145—168.";"1911";"";"";""
3598;"Каторга и ссылка, 1933, № 11, с. 125—130.";"1933";"";"";""
3599;"Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., Отд. рус. яз. и словесн., 1924, с. 237—238.";"1924";"";"";""
3600;"Памяти В. А. Гольцева. М., Н. Н. Клочков, 1910, с. 166—188.";"1910";"";"";""
3601;"Архив В. А. Гольцева, т. I. М., «Кн-во писателей в М.», 1914, с. 254—292.";"1914";"";"";""
3602;"Каторга и ссылка, 1933, № 11, с. 131—133.";"1933";"";"";""
3603;"Голос мин., 1915, № 1, с. 218—219.";"1915";"";"";""
3604;"Былое, 1924, № 25, с. 102—103.";"1924";"";"";""
3605;"Рус. вед., 1909, № 12, 16 янв., с. 2—3.";"1909";"";"";""
3606;"Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., Отд. рус. яз. и словесн., 1924, с. 215—237.";"1924";"";"";""
3607;"Голос мин., 1915, № 11, с. 267.";"1915";"";"";""
3608;"Шелгунова Л. П. Из далекого прошлого. Пб., 1901, 239 с.";"1901";"";"";""
3609;"Мир божий, 1898, № 11, с. 1—27; № 12, с. 58—83. (Частично вошли в кн. Л. П. Шелгуновой «Из далекого прошлого»).";"1898";"";"";""
3610;"Уч. зап. Новгородского пед. ин-та, 1957, т. II, вып. 2. с. 47.";"1957";"";"";""
3611;"Голос мин., 1918, № 4—6, с. 230.";"1918";"";"";""
3612;"Михайловский Н. К. Литературные воспоминания и современная смута, т. I. Пб., «Рус. богатство», 1900, с. 103.";"1900";"";"";""
3613;"Рус. мысль, 1910, № 3, отд. II, с. 20.";"1910";"";"";""
3614;"Былое, 1906, № 10, с. 94—95.";"1906";"";"";""
3615;"Рус. мысль, 1910, № 3, отд. II, с. 14.";"1910";"";"";""
3616;"Вест. Евр., 1911, № 4, с. 224—242.";"1911";"";"";""
3617;"Рус. мысль, 1910, № 3, отд. II, с. 5, 6, 13, 14, 21, 22.";"1910";"";"";""
3618;"Волынский А. Л. Русские критики. Пб., 1896, с. 480.";"1896";"";"";""
3619;"Рус. ст., 1908, № 11, с. 403—407.";"1908";"";"";""
3620;"Голос мин., 1915, № 9, с. 49.";"1915";"";"";""
3621;"Пушкин А. С. Полное собрание сочинений, т. X III. М.—Л., АН СССР, 1931, с. 75—76; . XIV. М.—Л., АН СССР, 1941, с. 231.";"1931; 1941";"";"";""
3622;"Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 327—381.";"1951";"";"";""
3623;"Пушкин. М., 1936, с. 482—487. (Летописи Гослитмузея, № 1).";"1936";"";"";""
3624;"Речи и отчет, произнесенные в торжественном собрании Лазаревского института восточных языков по случаю совершившегося пятидесятилетия. М., 1865, отд. II (прилож.), с. 9.";"1865";"";"";""
3625;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 95—97, 172—174, 177, 180, 181, 182—188, 205, 206, 240—244.";"1870";"";"";""
3626;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 431—432.";"1870";"";"";""
3627;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II. с. 415—417.";"1870";"";"";""
3628;"Багалей Д. И. Опыт истории Харьковского университета (по неизданным материалам), т. II. Харьков, 1904, с. 172—175.";"1904";"";"";""
3629;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 434—438.";"1870";"";"";""
3630;"Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 331—334, 363—365.";"1951";"";"";""
3631;"Дубровин Н. Письма главнейших деятелей в царствование имп. Александра I. (С 1807 по 1829 год). Пб., 1883, с. 460.";"1883";"";"";""
3632;"Pуc. ст., 1897, № 11, с. 380—381.";"1897";"";"";""
3633;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 439—441.";"1870";"";"";""
3634;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 430—431.";"1870";"";"";""
3635;"Рус. ст., 1901, № 8, с. 361.";"1901";"";"";""
3636;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. т. II, с. 400—401.";"1870";"";"";""
3637;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 432—434.";"1870";"";"";""
3638;"Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии, Тбилиси, «Заря Востока», 1951, с. 327—330, 334—336.";"1951";"";"";""
3639;"Рус. ст., 1892, № 8, с. 540.";"1892";"";"";""
3640;"Шадури В. Друг Пушкина А. А. Шишков и его роман о Грузии. Тбилиси, «Заря Востока», 1951, с. 341—342.";"1951";"";"";""
3641;"Рус. ст., 1892, № 4, с. 110.";"1892";"";"";""
3642;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. I, с. 142—146, 238—247; Т. II, с. 130—131, 164—166, 172, 225—235, 245, 264—268.";"1870";"";"";""
3643;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 336.";"1870";"";"";""
3644;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 431.";"1870";"";"";""
3645;"Письма к Вячеславу Ганке из славянских земель. Варшава, 1905, с. 1192— 1208.";"1905";"";"";""
3646;"Сухомлинов М. И. История Российской академии, т. VII. Пб., 1885, с. 233—234.";"1885";"";"";""
3647;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 388—393.";"1870";"";"";""
3648;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 423—428.";"1870";"";"";""
3649;"Науч. бюлл. Ленингр. ун-та, 1946, № 11—12, с. 7—12.";"1946";"";"";""
3650;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 428—429.";"1870";"";"";""
3651;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 405.";"1870";"";"";""
3652;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 438—439.";"1870";"";"";""
3653;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. I, с. 313—419.";"1870";"";"";""
3654;"Рус. ст., 1896, № 4, с. 33—38.";"1896";"";"";""
3655;"Онисимова. Стихи бедной девицы, слепой дочери деревенского пономаря. Пб., 1838, с. 3—4.";"1838";"";"";""
3656;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 420—421.";"1870";"";"";""
3657;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 381—388.";"1870";"";"";""
3658;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 235—236.";"1870";"";"";""
3659;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 397—398.";"1870";"";"";""
3660;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 365—366.";"1870";"";"";""
3661;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 370—380.";"1870";"";"";""
3662;"Дмитриев И. И. Взгляд на мою жизнь. Записки. М., М. А. Дмитриев, 1866, с. 119.";"1866";"";"";""
3663;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 345—361.";"1870";"";"";""
3664;"Барсуков Н. Жизнь и труды М. П. Погодина, т. П. Пб., 1889, с. 220.";"1889";"";"";""
3665;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 418—420.";"1870";"";"";""
3666;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 430.";"1870";"";"";""
3667;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 406—407.";"1870";"";"";""
3668;"Сборник статей, читанных в Отд. рус. яз. и словесн., 1873, т. V, вып. 2, с. XXXI—XXXVII.";"1873";"";"";""
3669;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 403—404.";"1870";"";"";""
3670;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 417.";"1870";"";"";""
3671;"Рус. вест., 1899, № 8, с. 614.";"1899";"";"";""
3672;"Барсуков Н. Жизнь и труды М. П. Погодина, т. II. Пб., 1889, с. 233.";"1889";"";"";""
3673;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 330—337.";"1870";"";"";""
3674;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 399— 400.";"1870";"";"";""
3675;"Рус. ст., 1870, № 2, с. 145—146.";"1870";"";"";""
3676;"Рус. филолог, вест., 1908, № 4, отд. I, с. 445.";"1908";"";"";""
3677;"Отчет имп. Публ. б-ки за 1895 г. Пб., 1898, прилож., с. 45—46.";"1898";"";"";""
3678;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 367—370.";"1870";"";"";""
3679;"Рус. ст., 1897, № 5, с. 409—423; № 6, с. 619—632; № 7, с. 198—224.";"1897";"";"";""
3680;"Журн. Мин-ва нар. просв., 1869, № 6, отд. I, с. 284—285.";"1869";"";"";""
3681;"Сев. пчела, 1834, № 64, 21 марта, с. 1.";"1834";"";"";""
3682;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 276—280, 284—290.";"1870";"";"";""
3683;"Записки, мнения и переписка, тт. I, II. Berlin — Прага, Н. Киселев и Ю. Самарии, 1870. Т. II, с. 340—342.";"1870";"";"";""
3684;"Сев. пчела, 1831, № 124, 5 июня, с. 2.";"1831";"";"";""
3685;"Сухомлинов М. И. История Российской академии, т. VII. Пб., 1885, с. 190—191, 560.";"1885";"";"";""
3686;"Письма к Вячеславу Ганке из славянских земель. Варшава, 1905, с. 1207.";"1905";"";"";""
