"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник";;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 14 ноября 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 26 ноября 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 6 декабря 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. Ф. Каблукову. (1). 13 декабря 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 20 декабря 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. М. Унковскому. (1). 20 декабря 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 25 декабря 1867.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 9 января 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 19 января 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 27 января 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. Ф. Каблукову. 29 января 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 18 февраля 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 4 марта 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"А. И. Урусову. (1). 18 марта 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 21 марта 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 25 марта 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 26 марта 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). Конец апреля 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"Н. А. Некрасову. (1). 5 мая 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"H. A. Некрасову. (1). 12 мая 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"H. А. Некрасову. (1). 23 мая 1868.";;;;
"Салтыков-Щедрин, Михаил Евграфович";"писатель, журналист, редактор журнала «Отечественные записки», Рязанский и Тверской вице-губернатор";"Салтыков-Щедрин М. Е. Собрание сочинений: В 20 т.: Т. 18, кн. 1. Письма. 1839—1868. М.: Худож. лит., 1975. 350 с. ";1975;"письмо";"односторонняя";"М. X. Рейтерну. (1). 3 июня 1868.";;;;
