 source_id;source_full;pages;source_year_begin;source_year_end;place
3325;Лит. насл., 1935, т. 22—24, с. 577.;577;1935;1935;
3326;Русские писатели о литературе, т. I. Л., «Сов. писатель», 1939, с. 432—434, 437—448, 451—453.;432-434, 437-448, 451-453;1939;1939;Л., «Сов. писатель»
3327;Садовской Б. Ледоход. Статьи и заметки. Пг., 1916, с. 95—104, 173—176, 192.;95-104, 173-176, 192;1916;1916;Пг.
3328;И. С. Тургенев. Материалы и исследования. Орел, 1940. с. 33—45.;33-45;1940;1940;Орел
3329;А. А. Фет. К пятидесятилетию кончины. Варшава, 1942, с. 25—29.;25-29;1942;1942;Варшава
3330;Поэтика, т. III. Сборник статей. Л., «Academia», 1927, с. 169, 175, 179, 180, 184, 186.;169, 175, 179, 180, 184, 186;1927;1927;Л., «Academia»
3331;"Наша ст., 1915, № 7, с. 647—648; 1917, № 1, с. 59.";59;1915;1915;
3332;Русские писатели о литературе, т. I. Л., 1939, с. 443.;443;1939;1939;Л.
3333;Лит. насл., 1935, т. 22—24, с. 576—577.;576-577;1935;1935;
3334;Чайковский М. Жизнь П. И. Чайковского, т. III, М.—Лейпциг, П. Юргенсон. [1902], с. 271.;271;1902;1902;Лейпциг
3335;Лит. учеба, 1936, № 12, с. 39—47.;39-47;1936;1936;
3336;Григорович А. История 13-го драгунского военного... полка, т. II. 1809—1860 гг. Пб., Р. Голике и А. Вильберг, 1912, с. 141—183.;141-183;1912;1912;Пб., Р. Голике и А. Вильберг
3337;Гусев Н. Н. Жизнь Л. Н. Толстого. М., Толстовский музей, 1927, с. 81—82.;81-82;1927;1927;М., Толстовский музей
3338;Эйхенбаум Б. М. Лев Толстой, т. II. Л.—М., ГИХЛ, 1937, с. 277—279.;277-279;1937;1937;Л.-М., ГИХЛ
3339;Фет А. Полное собрание стихотворений. Л., 1959.;;1959;1959;Л.
3340;Яснополянский сборник. Год 1955-й. Тула, Кн. изд-во, 1955, с. 323—326.;323-326;1955;1955;Тула, Кн. изд-во
3341;Толстой Л. Н. Полное собрание сочинений, т. LXII. М., Гослитиздат, 1953, с. 149, 150, 176, 217, 254, 341, 385, 454, 470, 494, 498.;149, 150, 176, 217, 254, 341, 385, 454, 470, 494, 498;1953;1953;М., Гослитиздат
3342;Лит. насл., 1938, т. 37—38, с. 208—238.;208-238;1938;1938;
3343;Фет А. А. Полное собрание стихотворений. Л., 1959.;;1959;1959;Л.
3344;Лит. насл., 1938, т. 37—38.;;1938;1938;
3345;Гусев Н. Н. Жизнь Л. Н. Толстого. М., Толстовский музей, 1927, с. 14, 80—82.;14, 80-82;1927;1927;М., Толстовский музей
3346;Гусев Н. Н. Лев Николаевич Толстой. Материалы к биографии с 1855 по 1869 г. М., АН СССР, 1957, с. 43, 44, 299, 361, 609, 610, 685—687, 857—858.;43, 44, 299, 361, 609, 610, 685-687, 857-858;1957;1957;М., АН СССР
3347;Рус. ст., 1908, № 2, с. 256.;256;1908;1908;
3348;Лит. насл., 1949, т. 51—52, ч. 2, с. 536—538.;536-538;1949;1949;
3349;Архив села Карабихи. Письма Н. А. Некрасова и к Некрасову. М., К. Ф. Некрасов, 1916, с. 215—219.;215-219;1916;1916;М., К. Ф. Некрасов
3350;Кожевников В. А. Николай Федорович Федоров, ч. I. М., 1908, с. 319—320.;319-320;1908;1908;М.
3351;Иск., 1923, № 1, с. 339.;339;1923;1923;
3352;Толстой Л. Н. Полное собрание сочинений, т. LXII. М., Гослитиздат, 1953, с. 63.;63;1953;1953;М., Гослитиздат
3353;Л. Н. Толстой, кн. 2. М., Гослитмузей, 1938, с. 261.;261;1938;1938;М., Гослитмузей
3354;Лит. вест. 1904, кн. 1, с. 67—68.;67-68;1904;1904;
3355;Перцов П. П. Литературные воспоминания 1890—1902 гг. М.—Л., «Academia», 1933, с. 102—106.;102-106;1933;1933;М.-Л., «Academia»
3356;Рус. ст., 1908, № 8, с. 231.;231;1908;1908;
3357;Вест. Евр., 1908, № 1, с. 218—229.;218-229;1908;1908;
3358;Рус. мысль, 1917, № 5—6, отд. II, с. 84, 85, 89, 105, 111—115, 121, 122, 126.;84, 85, 89, 105, 111-115, 121, 122, 126;1917;1917;
3359;Поэтика, т. III. Сборник статей и материалов. Л., 1927.;;1927;1927;Л.
3360;Начала, 1922, № 2, с. 106.;106;1922;1922;
3361;Рус. ст., 1899, № 3, с. 488—489.;488-489;1899;1899;
3362;Наша ст., 1916, № 11, с. 798.;798;1916;1916;
3363;Новое вр., 1914, прилож. к №№ 13 583, 13 590, 13 597, от 4, 11, 18 янв.;;1914;1914;
3364;Поэтика, . т. I. Сборник статей. Л., «Academia», 1926, с. 130.;130;1926;1926;Л., «Academia»
3365;Григорьев. Материалы для биографии. Пг., Пушкинский дом, 1917, с. 338.;338;1917;1917;Пг., Пушкинский дом
3366;Поэтика, т. III. Сборник статей. Л., «Academia», 1927, с. 175, 176, 184, 186.;175, 176, 184, 186;1927;1927;Л., «Academia»
3367;Ф.: Собрание сочинений, т. V. М., «Правда», 1956, указатель адресатов.;;1956;1956;М., «Правда»
3368;Шах-Паронианц Л. М. Чествование 25-летия литературной деятельности И. Л. Щеглова. Кронштадт, 1902, с. 32—34.;32-34;1902;1902;Кронштадт
3369;Юбилейный сборник Литературного фонда. Пб., 1909, с. 630.;630;1909;1909;Пб.
3370;Перцов П. П. Литературные воспоминания. 1890—1902. М.—Л., «Асаdemia», 1933, с. 188—189.;188-189;1933;1933;М.-Л., «Асаdemia»
3371;"Бирж. вед., 1906, № 9238, 11 апр., с. 5; веч. вып., № 9394, 15 июля, с. 2.";2;1906;1906;
3372;Голос правды, 1908, № 748, 13 марта, с. 3.;3;1908;1908;
3373;Пробуждение, 1916, № 17, с. 524—525.;524-525;1916;1916;
3374;Еврейская ст., 1916, вып. 4, с. 456, 457, 460—464.;456, 457, 460-464;1916;1916;
3375;Рус. филолог, вест., 1909, т. LXI, № 1, отд. I, с. 72—73.;72-73;1909;1909;
3376;Рус. ст., 1889, № 7, с. 124.;124;1889;1889;
3377;Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 176—182, 184, 551—554.;176-182, 184, 551-554;1885;1885;Пб.
3378;Рус. ст., 1908, № 11, с. 445.;445;1908;1908;
3379;Рус. ст., 1892, № 8, с. 424.;424;1892;1892;
3380;Тр. Об-ва любителей российской словесности при Моск. ун-те, 1820, т. XX, с. 90—96.;90-96;1820;1820;М.
3381;Рус. ст., 1896, № 12, с. 585—588.;585-588;1896;1896;
3382;"Рус. ст., 1892, № 6, с. 587; № 8, с. 406.";406;1892;1892;
3383;Рус. архив, 1871, № 7—8, с. 1009—1010.;1009-1010;1871;1871;
3384;Приб. к 1 и 2 № Благонамеренного, 1821, ч. X III, № 1—2, с. 32—33, отд. паг.;32-33;1821;1821;
3385;Вр., 1862, № 6, отд. I, с. 174.;174;1862;1862;
3386;"Пушкин А. С. Полное собрание сочинений, т. XIV. М.—Л., АН СССР, 1941, с. 237; т. XV, 1948, с. 28.";28;1941;1941;М.-Л., АН СССР
3387;Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 187.;187;1885;1885;Пб.
3388;Рус. ст., 1902, № 9, с. 547—548.;547-548;1902;1902;
3389;Сборник статей, читанных в Отд. рус. яз. и словесн., 1873, т. V, вып. 2, с. 256—257.;256-257;1873;1873;
3390;Рус. ст., 1900, № 5, с. 331, 333.;331, 333;1900;1900;
3391;Рус. архив, 1875, № 11, с. 364.;364;1875;1875;
3392;Рус. ст., 1892, № 7, с. 77.;77;1892;1892;
3393;Рус. ст., 1900, № 5, с. 335—336.;335-336;1900;1900;
3394;Сборник статей, читанных в Отд. рус. яз. и словесн., 1868, т. V, вып. 1, с. 146, 147, 169—171, 180 —183, 186, 187, 195—199, 204, 205.;146, 147, 169-171, 180 -183, 186, 187, 195-199, 204, 205;1868;1868;
3395;Вр., 1862, № 6, отд. I, с. 143.;143;1862;1862;
3396;Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 167—170.;167-170;1885;1885;Пб.
3397;Колбасин Е. Литературные деятели прежнего времени. Пб., А. И. Давыдов, 1859, с. 153—154.;153-154;1859;1859;Пб., А. И. Давыдов
3398;Невский зритель, 1821, ч. V, № 2, с. 222—223.;222-223;1821;1821;
3399;Рус. ст., 1900, № 5, с. 330—331.;330-331;1900;1900;
3400;Рус. ст., 1892, № 6, с. 584.;584;1892;1892;
3401;Невский зритель, 1821, ч. VI, № 4, с. 86—91.;86-91;1821;1821;
3402;Рус. ст., 1892, № 6, с. 586.;586;1892;1892;
3403;Лит. насл., 1934, т. 16—18, с. 708, 713.;708, 713;1934;1934;
3404;"Барсуков Н. Жизнь и труды М. П. Погодина, тт. I—IV. Пб., 1888—1891: т. 1, с. 334; т. II, с. 199—200; т. III, с. 91, 92, 362; т. IV, с. 25—26.";25-26;1888;1888;Пб.
3405;Вр., 1862, № 6, отд. I, с. 145.;145;1862;1862;
3406;Невский зритель, 1820, ч. III, № 9, с. 270—276.;270-276;1820;1820;
3407;Вр., 1862, № 6, отд. I, с. 177—180.;177-180;1862;1862;
3408;Вр., 1862, № 6, отд. I, с. 172.;172;1862;1862;
3409;Рус. ст., 1892, № 8, с. 423.;423;1892;1892;
3410;Лит. насл., 1952, т. 58, с. 108.;108;1952;1952;
3411;Лит. насл., 1935, т. 19—21, с. 353.;353;1935;1935;
3412;Рус. архив, 1897, № 10, с. 169.;169;1897;1897;
3413;Библиогр. зап., 1859, т. II, № 11, с. 323.;323;1859;1859;
3414;Журн. Департамента нар. проев., 1821, ч. 1, № 2, с. 268—269.;268-269;1821;1821;
3415;Рус. ст., 1900, № 5, с. 331—332.;331-332;1900;1900;
3416;Вр., 1862, № 6, отд. I, с. 144.;144;1862;1862;
3417;Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 185, 186, 550, 551.;185, 186, 550, 551;1885;1885;Пб.
3418;Рус. архив, 1880, № 2, с. 399.;399;1880;1880;
3419;Хвостов Д. И. Путевые записки. М., 1824, с. 39—40.;39-40;1824;1824;М.
3420;Рус. ст., 1892, № 4, с. 112—113.;112-113;1892;1892;
3421;Литературный архив, т. I. М.-Л., АН СССР, 1938, с. 406—407.;406-407;1938;1938;М.-Л., АН СССР
3422;Сборник статей, читанных в Отд. рус. яз. и словесн., 1873, т. V, вып. 2, с. 257—258.;257-258;1873;1873;
3423;Рус. филолог, вест., 1909, т. LXI, № 1, отд. I, с. 64—67.;64-67;1909;1909;
3424;Рус. ст., 1900, № 5, с. 336.;336;1900;1900;
3425;Отчет имп. Публ. б-ки за 1893 г. Пб., 1896, с. 141—142.;141-142;1896;1896;Пб.
3426;Рус. ст., 1900, № 5, с. 334—335.;334-335;1900;1900;
3427;Лит. насл., 1949, т. 51—52, с. 287—290.;287-290;1949;1949;
3428;Рус. мысль, 1890, №№ 10—12.;;1890;1890;
3429;Мир божий, 1897, № 12, с. 13—38.;13-38;1897;1897;
3430;Писемский А. Ф. Письма. М.—Л., АН СССР, 1936, с. 800. (Лит. архив).;800;1936;1936;М.-Л., АН СССР
3431;Невод, 1906, № 1, с. 10—12.;10-12;1906;1906;
3432;"Ист. вест., 1889, № 10, с. 94—95; 1890, № 5, с. 296—300.";296-300;1889;1890;
3433;М. М. Стасюлевич и его современники в их переписке, т. V. Пб., 1913, с. 92—130.;92-130;1913;1913;Пб.
3434;Изв. Азербайджанского ун-та, 1925, общ. науки, т. IV—V, с. 392—397.;392-397;1925;1925;
3435;Рус. мысль, 1891, № 2, отд. II, с. 182—183.;182-183;1891;1891;
3436;Быков П. В. Силуэты далекого прошлого. М.—Л., ЗиФ, 1930, с. 185—188.;185-188;1930;1930;М.-Л., ЗиФ
3437;Отеч. зап., 1878, т. CCXXXVIII, № 5, совр. обозр, с. 152.;152;1878;1878;
3438;Пушкин А. С. Полное собрание сочинений, т. XIV. М.-Л., АН СССР, 1941, с. 151, 156, 157.;151, 156, 157;1941;1941;М.-Л., АН СССР
3439;Полное собрание сочинений, тт. I—VIII. М., «Рус. архив», 1900—1907. Т. VIII.;;1900;1907;М., «Рус. архив»
3440;Лит. насл., 1952, т. 58, с. 65.;65;1952;1952;
3441;Вест. всемирной ист., 1900, № 6, с. 90—91.;90-91;1900;1900;
3442;Рус. ст., 1883, № 9, с. 635—638.;635-638;1883;1883;
3443;Рус. архив, 1892, № 3. с. 379—390.;379-390;1892;1892;
3444;Рус. архив, 1903, № 5—8, с.287—288.;;1903;1903;
3445;Рус. архив, 1879, № 11, с. 358—360.;358-360;1879;1879;
3446;Рус. архив, 1911, № 3, с. 487—492.;487-492;1911;1911;
3447;Рус. ст., 1908, № 1, с. 134—143.;134-143;1908;1908;
3448;Рус. ст., 1902, № 9,. с. 624.;624;1902;1902;
3449;Пушкин и его современники, вып. XI. Пб., АН, 1909, с. 87.;87;1909;1909;Пб., АН
3450;Лит. насл., 1934, т. 16—18, с. 707.;707;1934;1934;
3451;Рус. архив, 1879, № 11, с. 354—357.;354-357;1879;1879;
3452;Лит. насл., 1952, т. 58, с. 95.;95;1952;1952;
3453;Pvc. архив, 1899, № 10, с. 296.;296;1899;1899;
3454;Рус. архив, 1884, № 5, с. 203, 207, 208.;203, 207, 208;1884;1884;
3455;Рус. архив, 1899, № 2, с. 361—364.;361-364;1899;1899;
3456;"Православное обозр., 1869, № 3, с. 372—423; № 4, с. 491—537.";491-537;1869;1869;
3457;Пушкин и его современники, вып. XI. Пб., АН, 1909, с. 93.;93;1909;1909;Пб., АН
3458;Филиппов Т. И. Сборник. Пб., 1896, прилож., с. 298—314.;298-314;1896;1896;Пб.
3459;Рус. архив, 1899, № 5—8, с. 464—470.;464-470;1899;1899;
3460;Рус. беседа, 1860, № 2, отд. I, с. 3—30.;3-30;1860;1860;
3461;Рус. архив, 1876, № 3, с. 277—296.;277-296;1876;1876;
3462;Сочинения и письма, тт. I, II. М., «Путь», 1913—1914.;;1913;1914;М., «Путь»
3463;Вест. Евр., 1871, № 11, с. 334—344.;334-344;1871;1871;
3464;Каменский 3. А. П. Я. Чаадаев. (Русская мысль на пути от дворянского просветительства к идеологии демократии). Стенограмма лекции. М., 1946, с. 70.;70;1946;1946;М.
3465;Якушкин И. Д. Записки, статьи, письма. М., АН СССР, 1951, с. 238—240, 240—244, 360, 374—377, 640—643, 669—674.;238-240, 240-244, 360, 374-377, 640-643, 669-674;1951;1951;М., АН СССР
3466;Чаадаев П. Я. Сочинения и письма, т. I. М., 1913.;;1913;1913;М.
3467;Звенья, т. V. М.—Л., «Academia», 1935, с. 208—219.;208-219;1935;1935;М.-Л., «Academia»
3468;Каменский 3. А. П. Я. Чаадаев. (Русская мысль на пути от дворянского просветительства к идеологии демократии). Стенограмма лекции, М., 1946, с. 18.;18;1946;1946;М.
3469;Зап. Об-ва ист. филолог, и права при имп. Варшавском ун-те, 1912, вып. 6, с. 1—11, 136—180.;1-11, 136-180;1912;1912;Варшава
3470;Вест. Евр., 1871, № 11, с. 342—343.;342-343;1871;1871;
3471;Вигель Ф. Ф. Записки, т. I. М., «Круг», 1928, с. 22—24.;22-24;1928;1928;М., «Круг»
3472;Чаадаев П., Философические письма. Казань, 1906. с. I—III.;;1906;1906;Казань
3473;Неизданные письма к А. Н. Островскому. М.—Л., «Academia», 1932, с. 616—622.;616-622;1923;1923;М.-Л., «Academia»
3474;Памяти А. Н. Островского. Пг., «Путь к знанию», 1923, с. 94.;94;1923;1923;Пг., «Путь к знанию»
3475;Моск. вед., 1897, № 74, 16 марта, с. 2.;2;1897;1897;
3476;Рус. ст., 1906, № 12, с. 711—714.;711-714;1906;1906;
3477;Чернышевский в Сибири, вып. 1—3. Пб., «Огни», 1913.;;1913;1913;Пб., «Огни»
3478;Литературное наследие, тт. I—III. М. —Л., ГИЗ, 1928—1930. Т. III.;;1928;1930;М.-Л., ГИЗ
3479;Чернышевский Н. Г. Полное собрание сочинений: в 15-ти томах. Том XIV. Письма. 1838-1876 гг. М., 1949. 900 С.;;1949;1949;М.
3480;Чернышевский Н. Г. Полное собрание сочинений: в 15-ти томах. Том XV. Письма. 1877-1889 гг. М., 1950. 900 С.;;1950;1950;М.
3481;Письма А. П. Чехову его брата Ал. Чехова. М., Соцэкгиз, 1939, 368 с.;;1939;1939;М., Соцэкгиз
3482;Чехов А. П. Полное собрание сочинений и писем, т. XVI. М., Гослитиздат, 1949, с. 534.;534;1949;1949;М., Гослитиздат
3483;Кр. архив, 1939, № 6, с. 181—182.;181-182;1939;1939;
3484;Ч.: Полное собрание сочинений и писем, тт. XIII—XX. М., Гослитздат, 1948—1951, см. именные указатели в томах.;;1948;1951;М., Гослитздат
3485;"Шах-Паронпанц Л. М. Чествование 25-летия литературной деятельности И. Л. Щеглова. Кронштадт, 1902, с. 8; ранее: Котлин, 1902, № 286, 20 дек., с. 2.";2;1902;1902;Кронштадт
3486;Зап. Отдела рукописей Б-ки СССР им. В. И. Ленина, 1941, вып. 8, с. 106—107.;106-107;1941;1941;
3487;"Новое вр., 1895, № 7073, 6 ноября, с. 3; 1899; № 8479, 5 окт., с. 4.";4;1895;1895;
3488;Одесские нов., 1900, № 4850, 18 янв., с. 3.;3;1900;1900;Одесса
3489;Ч.: Полное собрание сочинений и писем, т. XVI, XVII, XIX. М., Гослитиздат, 1949—1950, см. именные указатели в томах.;;1949;1950;М., Гослитиздат
3490;Ч. : Полное собрание сочинений и писем, тт. XIV, XV, XX. М., Гослитиздат, 1949—1951, см. именные указатели.;;1949;1951;М., Гослитиздат
3491;Ч.: Полное собрание сочинений и писем, тт. XIII—XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.;;1948;1951;М., Гослитиздат
3492;"Ч.: Полное собрание сочинений и писем, т. XV. М., Гослитиздат, 1949, с. 231; 232, 320—322; т. XVIII. М., Гослитиздат, 1949, с. 242—244.";242-244;1949;1949;М., Гослитиздат
3493;Ч.: Полное собрание сочинений и писем, тт. XIII—XVII. М., Гослитиздат, 1948—1949.;;1948;1949;М., Гослитиздат
3494;Ч.: Полное собрание сочинений и писем, тт. XV, XVI, XX. М., Гослитиздат, 1949—1951, см. именные указатели в томах.;;1949;1951;М., Гослитиздат
3495;Ч.: Полное собрание сочинений и писем, тт. XIII—XV, XVII, XVIII, XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.;;1948;1951;М., Гослитиздат
3496;Ч.: Полное собрание сочинений и писем, тт. XIII, XIV, XVI—XX. М., Гослитиздат, 1948—1951, см. именные указатели в томах.;;1948;1951;М., Гослитиздат
3497;Ч.: Полное собрание сочинений и писем, т. XIII—XVIII. М., Гослитиздат, 1948—1949.;;1948;1948;М., Гослитиздат
3498;Ч.: Полное собрание сочинений и писем, тт. X III, XIV, XVI. М., Гослитиздат, 1948—1949, см. именные указатели.;;1948;1949;М., Гослитиздат
3499;Ч.: Полное собрание сочинений и писем, тт. XIII—XV. М., Гослитиздат, 1948—1951, см. именные указатели.;;1948;1951;М., Гослитиздат
3500;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 1. Письма, 1875—1886. М.: Наука, 1974.;;1974;1974;М.: Наука
3501;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 2. Письма, 1887 — сентябрь 1888. М.: Наука, 1975.;;1975;1975;М.: Наука
3502;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 3. Письма, Октябрь 1888 — декабрь 1889. М.: Наука, 1976.;;1976;1976;М.: Наука
3503;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 4. Письма, январь 1890 — февраль 1892. М.: Наука, 1976.;;1976;1976;М.: Наука
3504;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 5. Письма, Март 1892 — 1894. М.: Наука, 1977.;;1977;1977;М.: Наука
3505;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 6. Письма, Январь 1895 — май 1897. М.: Наука, 1978.;;1978;1978;М.: Наука
3506;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 7. Письма, июнь 1897 — декабрь 1898. М.: Наука, 1979.;;1979;1979;М.: Наука
3507;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 8. Письма, 1899. М.: Наука, 1980.;;1980;1980;М.: Наука
3508;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 9. Письма, 1900 — март 1901. М.: Наука, 1980.;;1980;1980;М.: Наука
3509;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 10. Письма, Апрель 1901 — июль 1902. М.: Наука, 1981.;;1981;1981;М.: Наука
3510;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 11. Письма, июль 1902 — декабрь 1903. М.: Наука, 1982.;;1982;1982;М.: Наука
3511;Чехов А. П. Полное собрание сочинений и писем: В 30 т. Письма: В 12 т. Т. 12. Письма, 1904. Дарственные и другие надписи. М.: Наука, 1983.;;1983;1983;М.: Наука
3512;Чехова М. П. Письма к брату А. П. Чехову. М., Гослитиздат, 1954, 236 с.;;1954;1954;М., Гослитиздат
3513;А. П. Чехов. Сборник. Статьи. Исследования. Публикации. Ростов н/Д., Облиздат, 1954, с. 3—10, 43—99, 211—214.;3-10, 43-99, 211-214;1954;1954;Ростов н/Д., Облиздат
3514;Новое вр., 1900, № 8686, 4 мая, с. 4.;4;1900;1900;
3515;Правда жизни, 1908, № 2, 8 дек., с. 5.;5;1908;1908;
3516;Пушкин А. С. Полное собрание сочинений, т. XVI. М.—Л., АН СССР, 1949, с. 119—120.;119-120;1949;1949;М.-Л., АН СССР
3517;Рус. архив, 1902, № 3, с. 514.;514;1902;1902;
3518;Вест. Евр., 1814, ч. LXXIII, № 3, с. 222—223.;222-223;1814;1814;
3519;Николай Полевой. Материалы по истории русской литературы и журналистики тридцатых годов. Л., 1934, с. 441.;441;1934;1934;Л.
3520;"Рус. ст., 1892, № 6, с. 577—578; № 8, с. 422, 425.";422, 425;1892;1892;
3521;Вр., 1862, № 6, отд. I, с. 159, 160, 164—168.;159, 160, 164-168;1862;1862;
3522;Замотин И. И. Романтизм двадцатых годов XIX столетия в русской литературе, т. II. Пб.—М., М. О. Вольф, 1913, с. 302.;302;1913;1913;Пб.-М., М. О. Вольф
3523;Барсуков Н. Жизнь и труды М. П. Погодина, т. VI. Пб., 1892, с. 84—85.;84-85;1892;1892;Пб.
3524;Рус. ст., 1904, № 10, с. 244—246.;244-246;1904;1904;
3525;Словарь членов Об-ва любителей росс, словесн. при Моск. ун-те. М., 1911, с. 312.;312;1911;1911;М.
3526;Изв. Отд. рус. яз. и словесн., 1901, т. VI, № 4, с. 246—248.;246-248;1901;1901;
3527;Лит. насл., 1939, т. 33—34, с. 666—667;666-667;1939;1939;
3528;Тр. Об-ва любителей росс, словесн. при имп. Моск. ун-те, 1822, ч. II, с. 281—288.;281-288;1822;1822;М.
3529;Маяк, 1842, т. VI, № 12, отд. V, с. 35—39.;35-39;1842;1842;
3530;Рус. ст., 1889, № 10, с. 31—65.;31-65;1889;1889;
3531;Рус. архив, 1904, № 3, с. 515—516.;515-516;1904;1904;
3532;Рус. архив, 1864, № 7—8, с. 996—99.;996-99;1864;1864;
3533;Сухомлинов М. И. История российской академии, т. VII. Пб., 1885, с. 66—67.;66-67;1885;1885;Пб.
3534;Молодик на 1843 год. Украинский литературный сборник. Ч. I. Харьков, 1843, с. 271—296.;271-296;1843;1843;Харьков
3535;Рус. архив, 1908, № 1, с. 25—47.;25-47;1908;1908;
3536;Лит. насл., 1952, т. 58, с. 93—94.;93-94;1952;1952;
3537;Раут, кн. 3. М., 1854, с. 304—306.;304-306;1854;1854;М.
3538;Бобров Е. Литература и просвещение в России XIX в. Казань, 1902, с. 21—25.;21-25;1902;1902;Казань
3539;Моск. вест., 1828, ч. XI, № 18, с. 194—202.;194-202;1828;1828;
3540;"Сын отеч., 1817, ч. XXXV, № 6, с. 217—240; ч. XXXVI, № 7, с. 3—20.";3-20;1817;1817;
3541;Сын отеч., 1816, ч. XXXIV, № 46, с. 16—26.;16-26;1816;1816;
3542;Сын отеч., 1822, ч. LXXIX, № 33, с. 312—326.;312-326;1822;1822;
3543;Рус. архив, 1896, № 3, с. 354—359.;354-359;1896;1896;
3544;Чт. в имп. Об-ве ист. и древностей росс, при Моск. ун-те, 1865, кн. 2, отд. V, с. 105—115.;105-115;1865;1865;М.
3545;Галатея, 1829, ч. II, № 11, с. 267—273.;267-273;1829;1829;
3546;Аксаков С. Т. Полное собрание сочинении, т. IV. Пб., Н. Г. Мартынов, 1886, с. 149—155.;149-155;1886;1886;Пб., Н. Г. Мартынов
3547;Лит. газ., 1830, № 56, 3 окт., с. 161—163.;161-163;1830;1830;
3548;Литературные портфели, т. I. Пб., «Атеней», 1923, с. 95—99.;95-99;1923;1923;Пб., «Атеней»
3549;Лит. насл., 1952, т. 58, с. 691—692.;691-692;1952;1952;
3550;Барсуков Н. Жизнь и труды М. П. Погодина, т. V III. Пб., 1894, с. 313, 407—409.;313, 407-409;1894;1894;Пб.
3551;Рус. мысль, 1896, № 5, с. 150—192.;150-192;1896;1896;
3552;Рус. ст., 1889, № 4, с. 40—42.;40-42;1889;1889;
3553;Лит. насл., 1952, т. 58, с. 52.;52;1952;1952;
3554;Неизданные письма к А. Н. Островскому. М.—Л., «Academia», 1932, с. 622.;622;1932;1932;М.-Л., «Academia»
3555;Рус. архив, 1879, № 1, с. 138—139.;138-139;1879;1879;
3556;Рус. архив, 1894, № 2, с. 218—219.;218-219;1894;1894;
3557;Pvc. архив, 1875, № 11, с. 370—375.;370-375;1875;1875;
3558;Барсуков Н. Жизнь и труды М. П. Погодина, т. IX. Пб., 1895, с. 381—383, 416, 417, 462, 471, 472.;381-383, 416, 417, 462, 471, 472;1895;1895;Пб.
3559;Письма к Вячеславу Ганке из славянских земель. Варшава, 1905, с. 1186—1187. (Матер. для ист. славянской филологии).;1186-1187;1905;1905;Варшава
3560;Рус. ст., 1904, № 5, с. 367— 375.;367- 375;1904;1904;
3561;Рус. вест., 1888, № 3, с. 426—428.;426-428;1888;1888;
3562;Сушков Н. В.: Московский университетский благородный пансион и воспитанники московского университета, гимназий его, университетского благородного пансиона и дружеского общества. Изд. испр. и доп. М., 1858, прилож., с. 75—77.;75-77;1858;1858;М.
3563;Полонский Я. Литературный архив И. С. Гагарина. Неизданные материалы. Временник Об-ва друзей рус. кн. (Париж), 1932, т. III, с. 148—149.;148-149;1932;1932;Париж
3564;"Лит. насл., 1952; т. 58, с. 132.";132;1952;1952;
3565;Рус. ст., 1904, № 2, с. 425—431.;425-431;1904;1904;
3566;Pус. архив, 1872, № 6, с. 1208—1210.;1208-1210;1872;1872;
3567;Памяти Гоголя. Научно-литературный сборник. Киев, 1902, отд. III, с. 59 —63.;59 -63;1902;1902;Киев
3568;Рус. ст., 1902, № 5, с. 439—447.;439-447;1902;1902;
3569;Письма Пушкина к Е. М. Хитрово. 1827—1832. Л., АН СССР, 1927, с. 263. (Тр. Пушкинского дома, вып. XLVIII).;263;1827;1832;Л., АН СССР
3570;Рус. архив, 1883, № 1, с. 112—113.;112-113;1883;1883;
3571;"Барсуков Н. Жизнь и труды М. П. Погодина, т. II. Пб., 1889, с. 233; т. VIII. Пб., 1894, с. 87, 96, 220, 305—314, 374—376, 387, 388, 409, 410, 453—455; 459, 486, 512, 516, 517, 549, 592; т. X. Пб., 1896, с. 147.";147;1896;1896;Пб.
3572;Лит. насл., 1952, т. 58, с. 92, 755, 756.;92, 755, 756;1952;1952;
3573;Журн. Мин-ва пар. проев., 1869, № 2, отд. II, с. 410—449.;410-449;1869;1869;
